Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	C3_20min_Rep_1	C3_20min_Rep_2	C3_20min_Rep_3	C3_3h_Rep_1	C3_3h_Rep_2	C3_3h_Rep_3	Control_20min_Rep_1	Control_20min_Rep_2	Control_20min_Rep_3	Control_3h_Rep_1	Control_3h_Rep_2	Control_3h_Rep_3
sense	CP000029.1	Genbank	CDS	53404	54069	.	-	0	ID=cds62;Parent=gene64;Dbxref=NCBI_GP:AAW53464.1;Name=AAW53464.1;Note=identified by similarity to OMNI:SA0456;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53464.1;transl_table=11	184.25	211.5	160.06666666666666	603.5909090909091	277.5833333333333	381.0	81.0	78.0	71.33333333333334	158.0	194.25	159.25
sense	CP000029.1	Genbank	CDS	54197	54604	.	-	0	ID=cds63;Parent=gene65;Dbxref=NCBI_GP:AAW53465.1;Name=AAW53465.1;Note=identified by similarity to OMNI:SA0457;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53465.1;transl_table=11	2644.25	5819.95	1839.25	3559.25	2176.833333333333	8080.5	1088.3333333333335	900.0	713.5	4523.25	3264.0	3651.75
sense	CP000029.1	Genbank	CDS	55201	55779	.	+	0	ID=cds64;Parent=gene66;Dbxref=NCBI_GP:AAW53466.1;Name=AAW53466.1;Note=identified by match to protein family HMM PF00156%3B match to protein family HMM TIGR01744;gbkey=CDS;gene=xpt;product=xanthine phosphoribosyltransferase;protein_id=AAW53466.1;transl_table=11	4116.0	10936.5	2629.6666666666665	9099.31111111111	5664.5	12778.25	3462.4166666666665	1388.5	1287.0	1736.0	977.5	790.5
sense	CP000029.1	Genbank	CDS	55779	57047	.	+	0	ID=cds65;Parent=gene67;Dbxref=NCBI_GP:AAW53467.1;Name=AAW53467.1;Note=identified by similarity to EGAD:30678%3B match to protein family HMM PF00860%3B match to protein family HMM TIGR00801;gbkey=CDS;gene=pbuX;product=xanthine permease;protein_id=AAW53467.1;transl_table=11	8874.366666666665	34139.033333333326	5373.333333333334	24445.033333333333	15307.25	43239.92424242425	6974.333333333333	3542.5	2754.0833333333335	5506.2	3879.2	2931.0
sense	CP000029.1	Genbank	CDS	57085	58551	.	+	0	ID=cds66;Parent=gene68;Dbxref=NCBI_GP:AAW53468.1;Name=AAW53468.1;Note=identified by match to protein family HMM PF00478%3B match to protein family HMM PF00571%3B match to protein family HMM PF01574%3B match to protein family HMM TIGR01302;gbkey=CDS;gene=guaB;product=inosine-5'-monophosphate dehydrogenase;protein_id=AAW53468.1;transl_table=11	12273.533333333335	57774.541666666664	9543.45	29120.75	17613.5	67248.16666666667	9819.833333333334	7103.0	5157.833333333333	7629.833333333333	7429.5	5382.75
sense	CP000029.1	Genbank	CDS	58718	60259	.	+	0	ID=cds67;Parent=gene69;Dbxref=NCBI_GP:AAW53469.1;Name=AAW53469.1;Note=identified by similarity to EGAD:22228%3B match to protein family HMM PF00117%3B match to protein family HMM PF00958%3B match to protein family HMM TIGR00884%3B match to protein family HMM TIGR00888;gbkey=CDS;gene=guaA;product=GMP synthase;protein_id=AAW53469.1;transl_table=11	25493.533333333333	63901.59285714285	18814.666666666664	28484.202380952378	16532.083333333336	37566.683333333334	26820.333333333336	16114.97619047619	12156.0	23303.0	25256.533333333333	18329.333333333336
sense	CP000029.1	Genbank	CDS	60500	61405	.	-	0	ID=cds68;Parent=gene70;Dbxref=NCBI_GP:AAW53478.1;Name=AAW53478.1;Note=identified by similarity to OMNI:SA0440;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53478.1;transl_table=11	371.5	1421.375	302.4166666666667	880.8928571428571	581.5	1418.6666666666665	284.25	277.1666666666667	198.0	427.2916666666667	438.0	414.0
sense	CP000029.1	Genbank	CDS	62664	63218	.	-	0	ID=cds69;Parent=gene72;Dbxref=NCBI_GP:AAW53479.1;Name=AAW53479.1;Note=identified by similarity to GP:14247774;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53479.1;transl_table=11	211.01363636363638	226.51515151515153	234.75874125874128	380.96666666666664	232.26515151515153	312.5333333333333	241.83333333333334	254.4151515151515	213.0	710.1500000000002	635.75	603.6333333333334
sense	CP000029.1	Genbank	CDS	63328	63945	.	-	0	ID=cds70;Parent=gene73;Dbxref=NCBI_GP:AAW53480.1;Name=AAW53480.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53480.1;transl_table=11	126.83333333333333	136.83333333333334	121.2	281.0	153.75	198.16666666666666	192.0	226.33333333333334	161.2	533.75	414.0	412.6666666666667
sense	CP000029.1	Genbank	CDS	64144	64260	.	-	0	ID=cds71;Parent=gene74;Dbxref=NCBI_GP:AAW53481.1;Name=AAW53481.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53481.1;transl_table=11	1.0	1.0	1.0	5.0	1.0	2.3333333333333335	0	0	2.0	3.0	2.0	1.0
sense	CP000029.1	Genbank	CDS	64836	64967	.	+	0	ID=cds72;Parent=gene75;Dbxref=NCBI_GP:AAW53482.1;Name=AAW53482.1;Note=identified by similarity to OMNI:SA0071;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53482.1;transl_table=11	61.5	254.0	37.0	128.0	105.33333333333333	374.0	35.0	15.0	14.0	9.0	6.0	1.0
sense	CP000029.1	Genbank	CDS	64980	65096	.	-	0	ID=cds73;Parent=gene76;Dbxref=NCBI_GP:AAW53483.1;Name=AAW53483.1;Note=identified by similarity to GP:8918792;gbkey=CDS;product=transposase%2C putative%2C truncation;protein_id=AAW53483.1;transl_table=11	0	0	0.5	5.0	5.0	2.0	1.1	2.2	0	1.0	0	0
sense	CP000029.1	Genbank	CDS	65272	66300	.	+	0	ID=cds74;Parent=gene77;Dbxref=NCBI_GP:AAW53484.1;Name=AAW53484.1;Note=identified by similarity to EGAD:33437;gbkey=CDS;gene=pfoR;product=perfringolysin O regulator protein;protein_id=AAW53484.1;transl_table=11	719.0	1599.75	582.0333333333334	1480.3333333333333	887.6666666666666	1318.3333333333333	402.7	261.75	207.75	517.0	557.5	446.8333333333333
sense	CP000029.1	Genbank	CDS	66815	67198	.	+	0	ID=cds75;Parent=gene78;Dbxref=NCBI_GP:AAW53493.1;Name=AAW53493.1;Note=identified by similarity to OMNI:NTL03PA01359%3B match to protein family HMM PF00903;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53493.1;transl_table=11	316.75	607.5	553.3333333333334	1009.0	560.9166666666666	703.2833333333333	238.5	248.0	181.25	433.5	409.5	454.1111111111111
sense	CP000029.1	Genbank	CDS	67369	68571	.	+	0	ID=cds76;Parent=gene79;Dbxref=NCBI_GP:AAW53494.1;Name=AAW53494.1;Note=identified by match to protein family HMM PF02492;gbkey=CDS;product=cobalamin synthesis protein%2C putative;protein_id=AAW53494.1;transl_table=11	247.5	1138.5	413.75	999.25	689.625	1408.45	272.33333333333337	211.5	226.0	108.25	115.16666666666667	104.33333333333334
sense	CP000029.1	Genbank	CDS	68810	69073	.	-	0	ID=cds77;Parent=gene80;Dbxref=NCBI_GP:AAW53495.1;Name=AAW53495.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53495.1;transl_table=11	3635.0	6705.267857142857	8331.5	15367.666666666666	13199.5	10028.75	2426.3333333333335	3329.833333333333	2256.0	948.0	681.0	788.0
sense	CP000029.1	Genbank	CDS	69325	69438	.	+	0	ID=cds78;Parent=gene81;Dbxref=NCBI_GP:AAW53496.1;Name=AAW53496.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53496.1;transl_table=11	37.0	161.0	55.0	174.0	131.0	176.5	25.0	24.0	26.0	10.0	15.0	12.0
sense	CP000029.1	Genbank	CDS	69480	69548	.	-	0	ID=cds79;Parent=gene82;Dbxref=NCBI_GP:AAW55287.1;Name=AAW55287.1;Note=identified by similarity to GP:3212077;gbkey=CDS;product=phenol soluble modulin alpha;protein_id=AAW55287.1;transl_table=11	126.0	179.25	220.07142857142856	26.0	22.07142857142857	47.333333333333336	142.0	205.0	148.0	296.0	219.0	305.0
sense	CP000029.1	Genbank	CDS	70144	71640	.	+	0	ID=cds80;Parent=gene83;Dbxref=NCBI_GP:AAW53497.1;Name=AAW53497.1;Note=identified by similarity to EGAD:17979%3B match to protein family HMM PF00361;gbkey=CDS;gene=nuoF;product=NADH dehydrogenase I%2C F subunit;protein_id=AAW53497.1;transl_table=11	2756.366666666667	4405.5	3435.0333333333333	3012.5	1840.0	2001.25	5261.5	5157.166666666666	4052.233333333333	6829.7	5356.333333333334	7544.366666666666
sense	CP000029.1	Genbank	CDS	71658	74225	.	+	0	ID=cds81;Parent=gene84;Dbxref=NCBI_GP:AAW53498.1;Name=AAW53498.1;Note=identified by similarity to OMNI:NTL01SA0430;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53498.1;transl_table=11	2105.75	7095.616666666667	1752.5	3800.666666666667	2188.3333333333335	5027.0	3176.133333333333	2731.0	1693.8333333333335	3029.8333333333335	2402.2	2568.833333333333
sense	CP000029.1	Genbank	CDS	74236	74313	.	+	0	ID=cds82;Parent=gene85;Dbxref=NCBI_GP:AAW53499.1;Name=AAW53499.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53499.1;transl_table=11	356.0	920.1666666666666	379.0	428.5	236.5	698.0	351.5	250.5	199.0	463.5	393.0	473.0
sense	CP000029.1	Genbank	CDS	74338	74706	.	+	0	ID=cds83;Parent=gene86;Dbxref=NCBI_GP:AAW53500.1;Name=AAW53500.1;Note=identified by similarity to OMNI:NTL01SA0431;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53500.1;transl_table=11	7943.5	13986.2	10298.75	10014.333333333332	7118.5	9696.0	8715.833333333332	8560.0	6518.0	9018.0	10379.5	8697.5
sense	CP000029.1	Genbank	CDS	74748	74996	.	-	0	ID=cds84;Parent=gene87;Dbxref=NCBI_GP:AAW53501.1;Name=AAW53501.1;Note=identified by similarity to OMNI:SA0497;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53501.1;transl_table=11	168.5	248.0	212.0	207.16666666666666	148.25	209.0	83.0	104.0	88.0	199.625	246.0	234.0
sense	CP000029.1	Genbank	CDS	75248	75919	.	+	0	ID=cds85;Parent=gene88;Dbxref=NCBI_GP:AAW53510.1;Name=AAW53510.1;Note=identified by match to protein family HMM PF01569;gbkey=CDS;product=PAP2 family protein;protein_id=AAW53510.1;transl_table=11	742.0	1413.5833333333333	781.0	1007.5	663.5	970.6	697.0	480.5	398.0	646.0	655.5	516.75
sense	CP000029.1	Genbank	CDS	76026	76754	.	+	0	ID=cds86;Parent=gene89;Dbxref=NCBI_GP:AAW53511.1;Name=AAW53511.1;Note=identified by similarity to EGAD:18058;gbkey=CDS;product=carboxylesterase%2C putative;protein_id=AAW53511.1;transl_table=11	545.1666666666666	2777.9166666666665	579.1666666666665	1095.1333333333334	611.3333333333333	1355.8666666666668	520.1666666666665	572.25	379.0	420.66666666666663	469.16666666666663	331.5
sense	CP000029.1	Genbank	CDS	76769	77011	.	+	0	ID=cds87;Parent=gene90;Dbxref=NCBI_GP:AAW53512.1;Name=AAW53512.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53512.1;transl_table=11	231.16666666666669	1189.0	146.64285714285714	263.0	168.5	472.5	110.5	93.0	68.5	53.5	58.5	46.5
sense	CP000029.1	Genbank	CDS	77156	78484	.	+	0	ID=cds88;Parent=gene91;Dbxref=NCBI_GP:AAW53513.1;Name=AAW53513.1;Note=identified by match to protein family HMM PF00209;gbkey=CDS;product=sodium-dependent transporter%2C putative;protein_id=AAW53513.1;transl_table=11	12212.916666666666	20225.166666666664	16614.533333333333	15697.583333333334	9134.833333333332	8958.0	11545.5	6944.083333333333	5437.111111111111	983.0	885.8333333333333	564.5
sense	CP000029.1	Genbank	CDS	78663	79202	.	-	0	ID=cds89;Parent=gene92;Dbxref=NCBI_GP:AAW53514.1;Name=AAW53514.1;Note=identified by similarity to EGAD:162731;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53514.1;transl_table=11	117.91666666666666	933.0333333333334	152.83333333333334	206.83333333333334	185.16666666666669	612.6428571428571	124.95	150.7	100.9	419.69444444444446	305.0	366.8333333333333
sense	CP000029.1	Genbank	CDS	79505	80413	.	+	0	ID=cds90;Parent=gene93;Dbxref=NCBI_GP:AAW53515.1;Name=AAW53515.1;Note=identified by match to protein family HMM PF00291;gbkey=CDS;product=cysteine synthase/cystathionine beta-synthase family protein;protein_id=AAW53515.1;transl_table=11	4890.033333333325	12769.809523809565	4376.700000000004	9196.066666666658	4417.409523809525	12550.409523809538	4373.100000000001	3993.8666666666677	2577.7000000000003	2811.166666666667	3291.5000000000005	2080.25
sense	CP000029.1	Genbank	CDS	80406	81551	.	+	0	ID=cds91;Parent=gene94;Dbxref=NCBI_GP:AAW53516.1;Name=AAW53516.1;Note=identified by match to protein family HMM PF01053;gbkey=CDS;product=trans-sulfuration enzyme family protein;protein_id=AAW53516.1;transl_table=11	14153.0	40171.16666666667	12244.825	21076.75	10132.783333333333	27317.0	8392.916666666666	7017.333333333333	4866.5	2289.5	3548.0	2374.8333333333335
sense	CP000029.1	Genbank	CDS	81701	81805	.	+	0	ID=cds92;Parent=gene95;Dbxref=NCBI_GP:AAW53517.1;Name=AAW53517.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53517.1;transl_table=11	5.0	14.333333333333334	4.666666666666667	11.366666666666665	8.5	29.80952380952381	6.0	9.5	3.5	36.0	46.75	35.0
sense	CP000029.1	Genbank	CDS	81798	82823	.	+	0	ID=cds93;Parent=gene96;Dbxref=NCBI_GP:AAW53525.1;Name=AAW53525.1;Note=identified by match to protein family HMM PF00005;gbkey=CDS;product=ABC transporter%2C ATP-binding protein;protein_id=AAW53525.1;transl_table=11	90.125	186.5	59.916666666666664	305.1666666666667	193.5	380.0	51.83333333333333	50.5	30.5	159.57142857142856	273.25	129.5
sense	CP000029.1	Genbank	CDS	82826	83485	.	+	0	ID=cds94;Parent=gene97;Dbxref=NCBI_GP:AAW53526.1;Name=AAW53526.1;Note=identified by match to protein family HMM PF00528;gbkey=CDS;product=ABC transporter%2C permease protein;protein_id=AAW53526.1;transl_table=11	35.625	63.0	40.5	147.5	105.0	141.0	33.5	31.0	31.5	87.5	158.5	74.5
sense	CP000029.1	Genbank	CDS	83529	84374	.	+	0	ID=cds95;Parent=gene98;Dbxref=NCBI_GP:AAW53527.1;Name=AAW53527.1;Note=identified by match to protein family HMM PF03180;gbkey=CDS;product=ABC transporter%2C substrate-binding protein;protein_id=AAW53527.1;transl_table=11	67.16666666666667	131.5	63.5	189.0	117.5	236.86111111111111	42.875	39.75	28.0	68.83333333333333	100.0	69.0
sense	CP000029.1	Genbank	CDS	84899	85873	.	+	0	ID=cds96;Parent=gene99;Dbxref=NCBI_GP:AAW53528.1;Name=AAW53528.1;Note=identified by match to protein family HMM PF01476%3B match to protein family HMM PF05257;gbkey=CDS;product=LysM domain protein;protein_id=AAW53528.1;transl_table=11	50716.33333333333	262014.2	80693.20833333334	66793.11666666667	39045.083333333336	74969.16666666669	9618.333333333332	7615.0	6652.583333333334	10024.0	13807.0	7899.25
sense	CP000029.1	Genbank	CDS	86000	87505	.	-	0	ID=cds97;Parent=gene100;Dbxref=NCBI_GP:AAW53529.1;Name=AAW53529.1;Note=identified by match to protein family HMM PF00534;gbkey=CDS;product=glycosyl transferase%2C group 1 family protein;protein_id=AAW53529.1;transl_table=11	208.31190476190477	378.25	294.5357142857143	1929.7261904761904	1350.3333333333333	1731.0873015873015	280.7261904761905	282.30952380952385	216.0	353.33333333333337	334.5	315.2833333333333
sense	CP000029.1	Genbank	CDS	87880	88158	.	-	0	ID=cds98;Parent=gene101;Dbxref=NCBI_GP:AAW53530.1;Name=AAW53530.1;Note=identified by similarity to OMNI:NTL01SA0442;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53530.1;transl_table=11	2223.5	4242.5	2986.0	3813.75	2877.8333333333335	3239.583333333333	1717.3333333333333	1557.5	1239.1666666666665	1211.3333333333333	1239.5	1109.8333333333335
sense	CP000029.1	Genbank	CDS	88346	88732	.	+	0	ID=cds99;Parent=gene102;Dbxref=NCBI_GP:AAW53531.1;Name=AAW53531.1;Note=identified by match to protein family HMM PF00293;gbkey=CDS;product=MutT/nudix family protein;protein_id=AAW53531.1;transl_table=11	282.33333333333337	2695.666666666667	279.0	860.5833333333334	637.0	1944.0	210.83333333333331	215.5	148.5	376.0	230.0	269.5
sense	CP000029.1	Genbank	CDS	89012	89131	.	+	0	ID=cds100;Parent=gene103;Dbxref=NCBI_GP:AAW53532.1;Name=AAW53532.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53532.1;transl_table=11	92.83333333333333	363.0	142.0	329.0	284.33333333333337	395.1666666666667	46.0	62.0	42.33333333333333	48.0	49.0	38.0
sense	CP000029.1	Genbank	CDS	89245	90030	.	-	0	ID=cds101;Parent=gene104;Dbxref=NCBI_GP:AAW53540.1;Name=AAW53540.1;Note=identified by similarity to OMNI:SA0511;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53540.1;transl_table=11	1626.3333333333333	3322.5	2265.0	3468.25	2723.333333333333	3339.5	1397.2333333333336	1463.5833333333333	1042.0	890.6666666666667	686.75	766.0
sense	CP000029.1	Genbank	CDS	90027	91139	.	-	0	ID=cds102;Parent=gene105;Dbxref=NCBI_GP:AAW53541.1;Name=AAW53541.1;Note=identified by similarity to OMNI:SA0512;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53541.1;transl_table=11	581.25	2172.333333333333	486.5	1654.5	1300.75	1998.5	427.0	272.5	205.5	506.0	411.0	345.75
sense	CP000029.1	Genbank	CDS	91276	92157	.	-	0	ID=cds103;Parent=gene106;Dbxref=NCBI_GP:AAW53542.1;Name=AAW53542.1;Note=identified by similarity to EGAD:6257%3B match to protein family HMM PF00126;gbkey=CDS;product=transcriptional regulatory protein GltC%2C putative;protein_id=AAW53542.1;transl_table=11	47.0	95.73333333333333	51.0	128.2	73.0	111.5	46.0	34.0	27.0	113.0	96.0	86.0
sense	CP000029.1	Genbank	CDS	96862	98325	.	+	0	ID=cds104;Parent=gene108;Dbxref=NCBI_GP:AAW53543.1;Name=AAW53543.1;Note=identified by match to protein family HMM PF00070%3B match to protein family HMM TIGR01317;gbkey=CDS;gene=gltD;product=glutamate synthase%2C small subunit;protein_id=AAW53543.1;transl_table=11	622.8333333333333	2734.4500000000003	549.1666666666666	2858.0833333333335	1628.3333333333335	6157.166666666667	428.0	295.83333333333337	227.00000000000003	657.0	702.0	454.83333333333337
sense	CP000029.1	Genbank	tRNA	98388	98480	.	+	.	ID=rna0;Parent=gene109;gbkey=tRNA;product=tRNA-Ser	87614.20833333056	109537.0000000013	173112.8958333511	158330.1500000183	114345.66666667153	63841.7595238045	95569.4999999966	96848.84999999772	71750.25000000182	50850.616666666036	77599.94999999629	59059.19999999921
sense	CP000029.1	Genbank	CDS	98558	99379	.	-	0	ID=cds105;Parent=gene110;Dbxref=NCBI_GP:AAW53544.1;Name=AAW53544.1;Note=identified by match to protein family HMM PF00126%3B match to protein family HMM PF03466;gbkey=CDS;product=transcriptional regulator%2C LysR family;protein_id=AAW53544.1;transl_table=11	236.57692307692307	260.58333333333337	385.25	1231.25	1157.25	1183.0	205.16666666666666	185.83333333333334	137.16666666666666	96.08333333333333	114.33333333333333	99.0
sense	CP000029.1	Genbank	CDS	99494	100489	.	+	0	ID=cds106;Parent=gene111;Dbxref=NCBI_GP:AAW53545.1;Name=AAW53545.1;Note=identified by match to protein family HMM PF03601;gbkey=CDS;product=membrane protein%2C putative;protein_id=AAW53545.1;transl_table=11	34467.45	36045.78333333333	8632.966666666667	32577.0	33635.11666666667	41308.833333333336	7229.0	3037.833333333333	2919.0	470.0	616.5	322.0
sense	CP000029.1	Genbank	CDS	100691	100816	.	+	0	ID=cds107;Parent=gene112;Dbxref=NCBI_GP:AAW53554.1;Name=AAW53554.1;Note=identified by similarity to OMNI:NTL01SA0452;gbkey=CDS;product=conserved domain protein;protein_id=AAW53554.1;transl_table=11	3884.5	5082.5	2068.75	4113.5	3748.5	4905.5	1549.0	1394.0	1157.3333333333335	540.5	621.0	462.0
sense	CP000029.1	Genbank	CDS	101647	102177	.	+	0	ID=cds108;Parent=gene114;Dbxref=NCBI_GP:AAW53555.1;Name=AAW53555.1;Note=identified by match to protein family HMM PF00583;gbkey=CDS;product=acetyltransferase%2C GNAT family;protein_id=AAW53555.1;transl_table=11	256.5	1222.3333333333333	386.83333333333337	1107.6666666666665	854.95	2007.25	232.25	249.25	165.25	182.0	224.0	169.0
sense	CP000029.1	Genbank	CDS	102244	103950	.	+	0	ID=cds109;Parent=gene115;Dbxref=NCBI_GP:AAW53556.1;Name=AAW53556.1;Note=identified by similarity to SP:P09122%3B match to protein family HMM PF00004;gbkey=CDS;gene=dnaX;product=DNA polymerase III%2C gamma and tau subunits;protein_id=AAW53556.1;transl_table=11	439.6666666666667	709.5833333333333	399.0	1106.611111111111	544.0833333333333	904.45	547.0	524.8333333333334	337.0	719.25	725.5	506.5
sense	CP000029.1	Genbank	CDS	104039	104356	.	+	0	ID=cds110;Parent=gene116;Dbxref=NCBI_GP:AAW53557.1;Name=AAW53557.1;Note=identified by match to protein family HMM PF02575%3B match to protein family HMM TIGR00103;gbkey=CDS;product=conserved hypothetical protein TIGR00103;protein_id=AAW53557.1;transl_table=11	3248.0	6059.25	2900.25	1657.1666666666667	1088.0	2367.0	2802.5	2305.0	1796.8333333333333	5035.833333333333	4630.0	4314.833333333333
sense	CP000029.1	Genbank	CDS	104363	104959	.	+	0	ID=cds111;Parent=gene117;Dbxref=NCBI_GP:AAW53558.1;Name=AAW53558.1;Note=identified by similarity to EGAD:19739%3B match to protein family HMM PF01751%3B match to protein family HMM PF02132%3B match to protein family HMM TIGR00615;gbkey=CDS;gene=recR;product=recombination protein RecR;protein_id=AAW53558.1;transl_table=11	9055.0	12847.0	9832.5	8167.5	4977.5	6299.5	8221.5	6096.333333333334	4985.5	3958.5	4568.833333333334	3768.8333333333335
sense	CP000029.1	Genbank	CDS	105049	105141	.	+	0	ID=cds112;Parent=gene118;Dbxref=NCBI_GP:AAW53559.1;Name=AAW53559.1;Note=identified by similarity to OMNI:SA1097;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53559.1;transl_table=11	47.0	79.0909090909091	45.0	97.83333333333333	80.0	109.66666666666666	25.0	19.0	10.0	13.333333333333334	10.80952380952381	4.666666666666666
