#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_JHVN01000001.1_341-Anoxybacillus_A_tepidamans_A -            415 AHH                  PF14412.9    112   2.7e-13   46.4   0.9   1   1   3.6e-16   5.2e-13   45.5   0.3     8   108   312   402   306   406 0.91 -
NZ_AOLG01000008.1_241-Haloferax_prahovense               -            428 Amidohydro_1         PF01979.23   348   7.7e-71  235.6   5.1   1   1   2.9e-71   8.9e-71  235.4   5.1     1   347    51   398    51   399 0.93 -
PXRL01000017.1_8-Natronomonas_sp003020965                -            432 Amidohydro_1         PF01979.23   348   8.8e-71  235.4   2.8   1   1   3.4e-71     1e-70  235.2   2.8     1   347    52   399    52   400 0.93 -
SKPV01000156.1_1-Halovivax_sp007119345                   -            388 Amidohydro_1         PF01979.23   348   8.9e-71  235.4   2.0   1   1   3.6e-71   1.1e-70  235.1   2.0     1   324    53   371    53   386 0.93 -
NZ_QQRR01000001.1_1647-Haloprofundus_halophilus          -            429 Amidohydro_1         PF01979.23   348   9.7e-71  235.2   3.0   1   1   3.7e-71   1.1e-70  235.0   3.0     1   347    51   398    51   399 0.93 -
NZ_SBIS02000007.1_376-Halorussus_salinus                 -            432 Amidohydro_1         PF01979.23   348   9.8e-71  235.2   1.7   1   1   3.8e-71   1.1e-70  235.0   1.7     1   347    54   401    54   402 0.94 -
NZ_CP083666.1_2822-Haloprofundus_sp020097835             -            429 Amidohydro_1         PF01979.23   348     1e-70  235.2   3.9   1   1   4.1e-71   1.3e-70  234.9   3.9     1   347    51   398    51   399 0.91 -
NZ_JANHJR010000003.1_963-Haloarchaeobius_litoreus        -            427 Amidohydro_1         PF01979.23   348     1e-70  235.1   4.6   1   1     4e-71   1.2e-70  234.9   4.6     1   347    50   397    50   398 0.92 -
NZ_CP064788.1_1926-Halapricum_desulfuricans              -            429 Amidohydro_1         PF01979.23   348   1.1e-70  235.1   1.4   1   1     4e-71   1.2e-70  234.9   1.4     1   347    51   398    51   399 0.94 -
NZ_WUUS01000011.1_148-Halobaculum_saliterrae             -            433 Amidohydro_1         PF01979.23   348   1.1e-70  235.1   6.8   1   1   4.1e-71   1.2e-70  234.9   6.8     1   347    54   401    54   402 0.92 -
NZ_KZ859509.1_50-Halorussus_litoreus                     -            432 Amidohydro_1         PF01979.23   348   1.1e-70  235.1   5.0   1   1   4.2e-71   1.3e-70  234.9   5.0     1   347    54   401    54   402 0.91 -
NZ_JANJYH010000004.1_317-Haloarchaeobius_sp024609245     -            427 Amidohydro_1         PF01979.23   348   1.2e-70  234.9   6.0   1   1   5.2e-71   1.6e-70  234.5   6.0     1   346    50   396    50   399 0.92 -
CP073744.1_762-SCSIO-12696_sp024397955                   -            440 Amidohydro_1         PF01979.23   348   1.2e-70  234.9   0.1   1   1     5e-71   1.5e-70  234.6   0.1     2   347    63   411    62   412 0.92 -
NZ_LOEP01000016.1_371-Haloferax_sp001482285              -            430 Amidohydro_1         PF01979.23   348   1.2e-70  234.9   4.6   1   1   4.8e-71   1.5e-70  234.7   4.6     1   347    53   400    53   401 0.95 -
NZ_CP065856.1_1825-Halosimplex_litoreum                  -            434 Amidohydro_1         PF01979.23   348   1.2e-70  234.9   5.0   1   1   4.9e-71   1.5e-70  234.6   5.0     1   347    53   400    53   401 0.95 -
NZ_LOPU01000034.1_108-Haloprofundus_marisrubri           -            429 Amidohydro_1         PF01979.23   348   1.7e-70  234.4   3.2   1   1   6.6e-71     2e-70  234.2   3.2     1   347    51   398    51   399 0.91 -
NZ_FODV01000003.1_286-Halogranum_amylolyticum            -            430 Amidohydro_1         PF01979.23   348   1.7e-70  234.4   2.2   1   1   7.1e-71   2.2e-70  234.1   2.2     1   347    52   399    52   400 0.94 -
NZ_AP017569.1_1515-Halorubrum_trapanicum_A               -            439 Amidohydro_1         PF01979.23   348   1.9e-70  234.3   2.5   1   1   7.5e-71   2.3e-70  234.0   2.5     1   347    59   406    59   407 0.92 -
NC_017941.2_168-Haloferax_mediterranei                   -            430 Amidohydro_1         PF01979.23   348     2e-70  234.2   4.5   1   1   7.5e-71   2.3e-70  234.0   4.5     1   347    53   400    53   401 0.92 -
NC_021921.1_1551-Halorhabdus_tiamatea                    -            429 Amidohydro_1         PF01979.23   348     2e-70  234.2   2.4   1   1   7.8e-71   2.4e-70  234.0   2.4     1   347    51   398    51   399 0.94 -
NZ_CP101824.1_1356-Halovivax_cerinus                     -            432 Amidohydro_1         PF01979.23   348   2.1e-70  234.2   3.7   1   1   7.9e-71   2.4e-70  233.9   3.7     1   347    53   400    53   401 0.95 -
NZ_AOLP01000009.1_249-Haloferax_denitrificans            -            430 Amidohydro_1         PF01979.23   348   2.3e-70  234.0   4.5   1   1   8.6e-71   2.6e-70  233.8   4.5     1   347    53   400    53   401 0.93 -
NZ_FZNQ01000009.1_87-Halorubrum_vacuolatum               -            436 Amidohydro_1         PF01979.23   348   2.3e-70  234.0   4.8   1   1   8.7e-71   2.7e-70  233.8   4.8     1   347    55   402    55   403 0.93 -
NZ_JANHAU010000001.1_89-Haloarchaeobius_salinus          -            427 Amidohydro_1         PF01979.23   348   2.3e-70  234.0   5.8   1   1   8.8e-71   2.7e-70  233.8   5.8     1   347    50   397    50   398 0.92 -
NZ_JAAOIR010000005.1_228-Halorubellus_sp011440375        -            428 Amidohydro_1         PF01979.23   348   2.4e-70  233.9   7.0   1   1   9.2e-71   2.8e-70  233.7   7.0     1   347    51   398    51   399 0.94 -
NZ_FOYT01000001.1_295-Halogeometricum_rufum              -            433 Amidohydro_1         PF01979.23   348   3.2e-70  233.5   3.9   1   1   1.2e-70   3.7e-70  233.3   3.9     1   347    55   402    55   403 0.93 -
NZ_JACDNP010000016.1_20-Halorhabdus_salina               -            432 Amidohydro_1         PF01979.23   348   3.2e-70  233.5   4.8   1   1   1.2e-70   3.7e-70  233.3   4.8     1   347    54   401    54   402 0.94 -
NZ_CP081958.1_1803-Halobaculum_magnesiiphilum            -            433 Amidohydro_1         PF01979.23   348   3.3e-70  233.5   5.6   1   1   1.3e-70   3.8e-70  233.3   5.6     1   347    54   401    54   402 0.93 -
NZ_BBJP01000007.1_5-Halorubrum_halophilum                -            441 Amidohydro_1         PF01979.23   348   3.3e-70  233.5   2.5   1   1   1.3e-70   3.9e-70  233.3   2.5     1   347    62   409    62   410 0.94 -
NZ_RCDI01000001.1_52-Halostella_limicola                 -            432 Amidohydro_1         PF01979.23   348   3.5e-70  233.4   3.8   1   1   1.4e-70   4.2e-70  233.2   3.8     1   347    53   400    53   401 0.94 -
NZ_RKSM01000001.1_2914-Haloarcula_sp008729015            -            432 Amidohydro_1         PF01979.23   348   3.5e-70  233.4   4.8   1   1   1.4e-70   4.1e-70  233.2   4.8     1   347    53   400    53   401 0.91 -
NZ_AOLJ01000011.1_746-Haloferax_gibbonsii                -            430 Amidohydro_1         PF01979.23   348   3.7e-70  233.3   5.0   1   1   1.4e-70   4.3e-70  233.1   5.0     1   347    53   400    53   401 0.93 -
NZ_LOPV01000101.1_29-Haloferax_profundi                  -            430 Amidohydro_1         PF01979.23   348   3.8e-70  233.3   4.4   1   1   1.5e-70   4.4e-70  233.1   4.4     1   347    53   400    53   401 0.93 -
NZ_CP016804.1_152-Halodesulfurarchaeum_formicicum        -            427 Amidohydro_1         PF01979.23   348   3.9e-70  233.3   2.3   1   1   1.5e-70   4.6e-70  233.0   2.3     1   347    50   397    50   398 0.93 -
NZ_CP019327.1_3028-Natronorubrum_daqingense              -            432 Amidohydro_1         PF01979.23   348     4e-70  233.2   3.1   1   1   1.5e-70   4.6e-70  233.0   3.1     1   347    53   400    53   401 0.94 -
NC_014297.1_415-Halalkalicoccus_jeotgali                 -            428 Amidohydro_1         PF01979.23   348     4e-70  233.2   4.4   1   1   1.5e-70   4.7e-70  233.0   4.4     1   347    51   398    51   399 0.92 -
NZ_CP084090.1_1437-Halomicrobium_urmianum                -            434 Amidohydro_1         PF01979.23   348     4e-70  233.2   2.4   1   1   1.5e-70   4.6e-70  233.0   2.4     1   347    54   401    54   402 0.95 -
NC_007426.1_485-Natronomonas_pharaonis                   -            431 Amidohydro_1         PF01979.23   348   4.1e-70  233.2   1.9   1   1   1.6e-70   4.7e-70  233.0   1.9     1   347    51   398    51   399 0.93 -
NZ_FOIC01000006.1_97-Natrinema_hispanicum_A              -            432 Amidohydro_1         PF01979.23   348   4.1e-70  233.2   2.0   1   1   1.6e-70   4.9e-70  232.9   2.0     1   347    53   400    53   401 0.92 -
CP002988.1_1411-Halolamina_sp000224475                   -            437 Amidohydro_1         PF01979.23   348   4.2e-70  233.2   2.5   1   1   1.6e-70   4.9e-70  232.9   2.5     1   347    58   406    58   407 0.91 -
PXSA01000012.1_43-Halostella_sp003023565                 -            432 Amidohydro_1         PF01979.23   348   4.3e-70  233.1   5.2   1   1   1.7e-70   5.1e-70  232.9   5.2     1   347    53   400    53   401 0.94 -
NZ_CP101943.1_2336-Halococcus_qingdaonensis              -            429 Amidohydro_1         PF01979.23   348   4.6e-70  233.0   4.9   1   1   1.8e-70   5.4e-70  232.8   4.9     1   347    51   398    51   399 0.94 -
NZ_SDIC01000003.1_264-Halegenticoccus_tardaugens         -            435 Amidohydro_1         PF01979.23   348   4.6e-70  233.0   3.4   1   1   1.8e-70   5.4e-70  232.8   3.4     1   347    56   403    56   404 0.93 -
PXRN01000010.1_249-Halococcus_sp003021045                -            445 Amidohydro_1         PF01979.23   348   4.9e-70  232.9   3.2   1   1     2e-70   6.2e-70  232.6   3.2     1   347    64   411    64   412 0.94 -
NZ_CP076019.1_2775-Halorubrum_sp018623055                -            439 Amidohydro_1         PF01979.23   348   5.2e-70  232.9   2.9   1   1     2e-70     6e-70  232.6   2.9     1   347    59   406    59   407 0.92 -
DAEV01000019.1_28-Methanolinea_A_sp002509495             -            434 Amidohydro_1         PF01979.23   348   5.2e-70  232.8   0.0   1   1     2e-70   6.1e-70  232.6   0.0     1   347    54   401    54   402 0.95 -
NZ_CP058909.1_566-Halosimplex_pelagicum                  -            434 Amidohydro_1         PF01979.23   348   5.7e-70  232.7   5.2   1   1   2.2e-70   6.6e-70  232.5   5.2     1   348    53   401    53   401 0.95 -
NZ_WKJQ01000001.1_1724-Haloferax_marinum                 -            430 Amidohydro_1         PF01979.23   348     6e-70  232.6   5.3   1   1   2.3e-70     7e-70  232.4   5.3     1   347    53   400    53   401 0.92 -
NZ_CP100404.1_256-Halomicroarcula_sp024218775            -            434 Amidohydro_1         PF01979.23   348   6.6e-70  232.5   5.2   1   1   2.5e-70   7.6e-70  232.3   5.2     1   347    53   400    53   401 0.93 -
PXRP01000044.1_1-QS-4-69-31_sp003021655                  -            434 Amidohydro_1         PF01979.23   348   6.6e-70  232.5   4.2   1   1   2.5e-70   7.6e-70  232.3   4.2     1   347    53   400    53   401 0.95 -
NZ_PDBS01000001.1_1626-Natrinema_sp002572525             -            432 Amidohydro_1         PF01979.23   348   6.7e-70  232.5   1.8   1   1   2.6e-70   7.9e-70  232.3   1.8     1   347    53   400    53   401 0.92 -
NZ_FOYS01000001.1_290-Halogeometricum_limi               -            433 Amidohydro_1         PF01979.23   348   6.9e-70  232.4   4.6   1   1   2.7e-70   8.2e-70  232.2   4.6     1   347    55   402    55   403 0.93 -
NZ_FOZS01000001.1_75-Halostagnicola_kamekurae            -            432 Amidohydro_1         PF01979.23   348   7.1e-70  232.4   3.7   1   1   2.7e-70   8.2e-70  232.2   3.7     1   347    53   400    53   401 0.94 -
NZ_CP101166.1_2390-Haloglomus_sp024298885                -            445 Amidohydro_1         PF01979.23   348   7.4e-70  232.3   3.8   1   1   2.9e-70   8.8e-70  232.1   3.8     1   347    61   410    61   411 0.92 -
NZ_JANHDK010000002.1_92-Haloplanus_ruber                 -            429 Amidohydro_1         PF01979.23   348   7.6e-70  232.3   2.9   1   1   2.9e-70   8.8e-70  232.1   2.9     1   347    51   398    51   399 0.91 -
NZ_CP089593.1_2558-Halobacterium_sp021249405             -            431 Amidohydro_1         PF01979.23   348   7.6e-70  232.3   4.8   1   1   2.9e-70   8.9e-70  232.1   4.8     1   347    51   398    51   399 0.92 -
NZ_CP058334.1_2193-Natronomonas_halophila                -            432 Amidohydro_1         PF01979.23   348   7.7e-70  232.3   1.6   1   1   2.9e-70   8.8e-70  232.1   1.6     1   347    53   400    53   401 0.92 -
NZ_AOLM01000022.1_119-Haloferax_sulfurifontis            -            430 Amidohydro_1         PF01979.23   348   7.7e-70  232.3   4.8   1   1     3e-70     9e-70  232.1   4.8     1   347    53   400    53   401 0.93 -
NZ_CP100763.1_3025-Natrinema_sp024296685                 -            432 Amidohydro_1         PF01979.23   348     8e-70  232.2   2.0   1   1     3e-70   9.3e-70  232.0   2.0     1   347    53   400    53   401 0.93 -
NZ_CP007055.1_2723-Halostagnicola_larsenii               -            432 Amidohydro_1         PF01979.23   348   8.1e-70  232.2   3.9   1   1   3.1e-70   9.5e-70  232.0   3.9     1   347    53   400    53   401 0.92 -
NZ_JMIP02000020.1_102-Halostagnicola_sp000691505         -            432 Amidohydro_1         PF01979.23   348   8.2e-70  232.2   3.7   1   1   3.1e-70   9.5e-70  232.0   3.7     1   347    53   400    53   401 0.93 -
JACMMQ010000079.1_8-JACMMQ01_sp014378955                 -            430 Amidohydro_1         PF01979.23   348     9e-70  232.1   3.7   1   1   3.5e-70   1.1e-69  231.8   3.7     2   347    55   403    54   404 0.93 -
NZ_RKLU01000001.1_629-Halonotius_terrestris              -            435 Amidohydro_1         PF01979.23   348   9.1e-70  232.1   1.5   1   1   3.9e-70   1.2e-69  231.7   1.5     1   347    57   404    57   405 0.94 -
NZ_FQWV01000004.1_24-Halobaculum_gomorrense              -            433 Amidohydro_1         PF01979.23   348   9.4e-70  232.0   6.7   1   1   3.6e-70   1.1e-69  231.8   6.7     1   347    54   401    54   402 0.93 -
NZ_CAAHFB010000001.1_1713-Halorhabdus_rudnickae          -            449 Amidohydro_1         PF01979.23   348   9.8e-70  231.9   4.4   1   1   3.8e-70   1.1e-69  231.7   4.4     1   347    71   418    71   419 0.94 -
NZ_CP082284.1_1376-Halobaculum_rubrum                    -            433 Amidohydro_1         PF01979.23   348   9.9e-70  231.9   6.3   1   1   3.8e-70   1.1e-69  231.7   6.3     1   347    54   401    54   402 0.92 -
NZ_AOJH01000061.1_37-Halorubrum_kocurii                  -            441 Amidohydro_1         PF01979.23   348     1e-69  231.9   1.8   1   1   3.9e-70   1.2e-69  231.7   1.8     1   347    62   409    62   410 0.92 -
PXQR01000101.1_18-Halococcus_sp003021235                 -            457 Amidohydro_1         PF01979.23   348   1.2e-69  231.7   0.9   1   1   5.2e-70   1.6e-69  231.2   0.9     1   347    51   424    51   425 0.87 -
NZ_FNHL01000001.1_254-Halogranum_gelatinilyticum         -            433 Amidohydro_1         PF01979.23   348   1.2e-69  231.7   3.2   1   1   4.6e-70   1.4e-69  231.4   3.2     1   347    53   400    53   401 0.94 -
LKML01000015.1_13-Halohasta_sp001563795                  -            429 Amidohydro_1         PF01979.23   348   1.2e-69  231.6   2.5   1   1   4.8e-70   1.5e-69  231.4   2.5     1   347    51   398    51   399 0.94 -
NZ_CP087724.1_2688-Halanaeroarchaeum_sp024972755         -            429 Amidohydro_1         PF01979.23   348   1.2e-69  231.6   3.4   1   1   4.7e-70   1.4e-69  231.4   3.4     1   347    51   398    51   399 0.92 -
NZ_WKJP01000001.1_537-Haloferax_marinisediminis          -            430 Amidohydro_1         PF01979.23   348   1.3e-69  231.5   4.3   1   1     5e-70   1.5e-69  231.3   4.3     1   347    53   400    53   401 0.93 -
NZ_CP100762.1_2373-AD-4_sp024296665                      -            433 Amidohydro_1         PF01979.23   348   1.5e-69  231.3   2.1   1   1   5.9e-70   1.8e-69  231.1   2.1     1   347    53   400    53   401 0.92 -
NZ_AOMC01000124.1_44-Halococcus_morrhuae                 -            431 Amidohydro_1         PF01979.23   348   1.6e-69  231.2   4.8   1   1   6.2e-70   1.9e-69  231.0   4.8     1   347    51   398    51   399 0.94 -
SKSH01000098.1_20-SKSH01_sp007118075                     -            431 Amidohydro_1         PF01979.23   348   1.6e-69  231.2   5.0   1   1   6.4e-70     2e-69  231.0   5.0     1   347    53   400    53   401 0.92 -
SKNY01000013.1_9-SKNY01_sp007123105                      -            433 Amidohydro_1         PF01979.23   348   1.7e-69  231.1   2.1   1   1   7.5e-70   2.3e-69  230.7   2.1     2   347    53   399    52   400 0.93 -
NZ_WKJO01000001.1_902-Haloferax_litoreum                 -            430 Amidohydro_1         PF01979.23   348   1.8e-69  231.1   4.5   1   1   6.9e-70   2.1e-69  230.9   4.5     1   347    53   400    53   401 0.93 -
PXSD01000166.1_28-Halosimplex_sp003023165                -            434 Amidohydro_1         PF01979.23   348   1.9e-69  231.0   5.6   1   1   7.2e-70   2.2e-69  230.8   5.6     1   347    53   400    53   401 0.95 -
NZ_CP053941.1_1269-Halorubrum_salinarum                  -            439 Amidohydro_1         PF01979.23   348   1.9e-69  231.0   3.4   1   1   7.4e-70   2.2e-69  230.8   3.4     1   347    59   406    59   407 0.93 -
CP046866.1_2651-Salinibaculum_litoreum                   -            430 Amidohydro_1         PF01979.23   348     2e-69  230.9   3.4   1   1   7.9e-70   2.4e-69  230.7   3.4     1   347    52   399    52   400 0.94 -
NZ_CP033878.1_2640-Halorhabdus_sp009690625               -            429 Amidohydro_1         PF01979.23   348   2.2e-69  230.8   5.5   1   1   8.3e-70   2.5e-69  230.6   5.5     1   347    51   398    51   399 0.94 -
NZ_LWHG01000011.1_419-Haladaptatus_sp001625445           -            430 Amidohydro_1         PF01979.23   348   2.2e-69  230.8   3.5   1   1   8.7e-70   2.6e-69  230.5   3.5     1   347    51   398    51   399 0.91 -
