assembly_accession,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
GCF_016728505.1,RS_GCF_016728505.1,0,99.14,0.66,457,o__Actinomycetales (UID1812),227,0.0,2293483,91.03897537027156,1,1522403,60.43123459848081,2519232,RS_GCF_016728505.1,t,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium riegelii,not type material,none,f,1,1,2519232,2519232,2519232,4,3069,NZ_CP068159.1-#2,2519232,4,108,NZ_CP068159.1,3070,5594,0,99.577,CP012342.1299416.1302501,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium riegelii,2519232,2519232,t,f,f,2519232,2519232,Complete Genome,ASM1672850v1,na,PRJNA224116,SAMN16357283,none,none,Germany: Braunschweig,2021-01-20,GCA_016728505.1,none,full,none,none,none,1,0,Corynebacterium riegelii,none,na,12,1,1,2519232,2519232,2519232,2021/01/20,0,156976,4,FDAARGOS_1114,US Food and Drug Administration,156976,d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium riegelii,d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium riegelii,0,2519232,11,49,assembly from type material,2519232,0,none,2366,1,2519232,4,none,none,none,none,none,none,1508,NZ_CP068159.1,1508,2785,0,100,CP012342.2558517.2560038,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium riegelii,0,19,49,1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium riegelii
GCA_943914015.1,GB_GCA_943914015.1,0,98.11,2.3,585,g__Corynebacterium (UID1936),243,37.5,2237451,87.44859473381824,204,1528914,59.77527299170762,2558590,GB_GCA_943914015.1,t,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp943914015,not type material,none,f,44,38,57403,60604,none,0,none,none,none,0,none,none,none,none,none,none,none,none,12538,14537,f,f,t,18450,20240,Scaffold,zjVc6YE5q9_bin.5.MAG,na,PRJEB47281,SAMEA110088961,204,18450,none,2022-06-14,GCA_943914015.1,derived from metagenome,full,zjVc6YE5q9_bin.5.MAG,human skin,none,0,none,uncultured Corynebacterium sp.,none,na,none,176,38,20240,11989,7560,2022/06/14,28,159447,none,zjVc6YE5q9_bin.5.MAG,NIH/NHGRI,159447,d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__,d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;x__environmental samples;s__uncultured Corynebacterium sp.,820,2558590,none,none,none,2557770,0,CALUAK000000000.1,2508,176,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,820,17,42,0,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp943914015
GCF_002561455.1,RS_GCF_002561455.1,55,99.34,4.06,276,c__Bacilli (UID259),152,0.0,3750567,85.8469015784744,76,1925112,44.064633219321294,4368902,RS_GCF_002561455.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_B;g__Rossellomorea;s__Rossellomorea sp002561455,not type material,none,f,8,8,567356,567356,4616,7,2930,NZ_NTUP01000058.1,none,0,none,none,2924,5236,0,99.008,LQXM01000023.123626.126549,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus aquimaris TF12,57485,58252,f,f,t,175963,178145,Scaffold,ASM256145v1,na,PRJNA224116,SAMN07597442,76,175963,USA: NC,2017-10-16,GCA_002561455.1,none,full,none,soil,none,0,2,Bacillus sp. AFS015802,4374,na,10,75,8,178145,106582,74181,2017/10/16,1,2033486,3,AFS015802,UNC Chapel Hill,2033486,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__unclassified Bacillus (in: Bacteria);s__Bacillus sp. AFS015802,10,4368902,11,68,none,4368892,0,NTUP00000000.1,4461,75,4616,3,1544,2817,0,99.611,238817,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__,1549,NZ_NTUP01000058.1,1542,2771,0,99.092,KC012849.1.1545,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;bacterium BW3PhG2,10,20,68,1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae B,Rossellomorea,Rossellomorea sp002561455
GCF_012933555.1,RS_GCF_012933555.1,0,92.78,2.81,559,f__Bacillaceae (UID829),183,6.25,4217304,80.46392110563234,2,1866125,35.604674164643605,5241236,RS_GCF_012933555.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-18226;g__Niallia;s__Niallia alba,type strain of species,LPSN,f,1,1,5233187,5233187,5233187,11,2933,NZ_JABBPK010000001.1,5233187,11,112,NZ_JABBPK010000001.1,2934,5337,0,99.523,CP026033.2303323.2306261,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus circulans,2620618,2620618,t,f,f,5233187,5233187,Contig,ASM1293355v1,na,PRJNA224116,SAMN14646783,2,5233187,India: Pune,2020-04-29,GCA_012933555.1,none,full,none,Commercial Digestive Syrup,none,0,1,Niallia alba,none,representative genome,33,none,none,none,none,none,2020/04/29,0,2729105,11,UniB3,National Centre for Cell Science,2729105,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;s__Niallia alba,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;s__Niallia alba,0,5241236,11,83,assembly from type material,5241236,0,JABBPK000000000.1,4941,2,5233187,11,none,none,none,none,none,none,1548,NZ_JABBPK010000001.1,1548,2774,0,99.031,CP026031.4532601.4534152,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus circulans,0,19,83,0,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,Niallia,Niallia alba
GCF_001465795.2,RS_GCF_001465795.2,0,99.34,0.0,275,c__Bacilli (UID259),151,0.0,3029784,86.44149761584201,1,1698325,48.45419885986093,3505011,RS_GCF_001465795.2,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus rifietoensis,type strain of species,LPSN,f,1,1,3505011,3505011,3505011,9,2929,NZ_CP013659.2,3505011,9,110,NZ_CP013659.2,2929,5409,0,100,CP013659.3275111.3278048,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus rifietoensis,3505011,3505011,t,f,f,3505011,3505011,Complete Genome,ASM146579v2,na,PRJNA224116,SAMN04325379,none,none,Italy:Campania,2016-01-25,GCA_001465795.2,none,full,none,algal mat,41.22852 N 15.17925000 E,1,1,Planococcus rifietoensis,3410,representative genome,27,1,1,3505011,3505011,3505011,2016/01/25,0,200991,9,M8,University of Malaya,200991,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus rifietoensis,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus rifietoensis,0,3505011,11,72,assembly from type material,3505011,0,none,3473,1,3505011,9,none,none,none,none,none,none,1549,NZ_CP013659.2,1549,2861,0,100,CP013659.3273373.3274929,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus rifietoensis,0,19,72,0,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus rifietoensis
GCF_018283455.1,RS_GCF_018283455.1,0,99.34,0.0,275,c__Bacilli (UID259),151,0.0,3361921,85.52811033131091,10,1853583,47.15561470130984,3930779,RS_GCF_018283455.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus sp018283455,not type material,none,f,1,1,3536550,3536550,3536550,9,2929,NZ_JAAMTH010000001.1,3536550,9,110,NZ_JAAMTH010000001.1,2930,5371,0,99.761,CP013659.232966.235903,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus rifietoensis,393077,393077,t,f,f,3536550,3536550,Contig,ASM1828345v1,na,PRJNA224116,SAMN14082646,10,3536550,Antarctica,2021-05-05,GCA_018283455.1,none,full,none,grinding whole Antarctic krill,none,0,1,Planococcus sp. MSAK28401,none,na,27,none,none,none,none,none,2021/05/05,0,2708345,9,MSAK28401,Sun Yat-Sen University,2708345,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;x__unclassified Planococcus (in: Bacteria);s__Planococcus sp. MSAK28401,0,3930779,11,72,none,3930779,0,JAAMTH000000000.1,3974,10,3536550,9,none,none,none,none,none,none,1549,NZ_JAAMTH010000001.1,1549,2811,0,99.419,CP013659.759342.760898,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus rifietoensis,0,19,72,0,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp018283455
GCF_000786645.1,RS_GCF_000786645.1,7,99.17,1.72,274,c__Bacilli (UID256),150,60.0,3417658,85.69558024321124,1002,1660937,41.64700206688296,3988138,RS_GCF_000786645.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Halobacillus;s__Halobacillus sp000786645,not type material,none,f,211,211,40355,40355,4922,1,2912,NZ_JRNX01001001.1,805,1,106,NZ_JRNX01000998.1,2912,5378,0,100,JRNX01001001.1858.4774,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus sp. BBL2006,3980,3980,f,f,t,6103,6103,Contig,ASM78664v1,na,PRJNA224116,SAMN03001965,1002,6103,USA: Big Bone Lick State Park; Boone county KY,2014-11-25,GCA_000786645.1,none,full,none,Sulfur rich salt springs,none,0,1,Halobacillus sp. BBL2006,4379,na,4,none,none,none,none,none,2014/11/25,0,1543706,1,BBL2006,Indiana University Southeast,1543706,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;x__unclassified Halobacillus;s__Halobacillus sp. BBL2006,0,3988138,11,24,none,3988138,0,JRNX00000000.1,4581,1002,4922,1,1561,2796,0,99.039,14614,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__litoralis,1566,NZ_JRNX01001001.1,1566,2841,0,99.425,CP020772.1601187.1602756,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus mangrovi,0,12,24,0,Bacteria,Bacillota,Bacilli,Bacillales D,Halobacillaceae,Halobacillus,Halobacillus sp000786645
GCF_000469135.2,RS_GCF_000469135.2,0,99.33,0.0,274,c__Bacilli (UID256),150,0.0,3325027,88.29206299302086,1,1769764,46.99393856674865,3765941,RS_GCF_000469135.2,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Halobacillus;s__Halobacillus sp001592845,not type material,none,f,1,1,3765941,3765941,3765941,8,2915,NZ_CP048117.1,3765941,8,108,NZ_CP048117.1,2915,5384,0,100,ANPF01000133.201.3118,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus sp. BAB-2008,3765941,3765941,t,f,f,3765941,3765941,Complete Genome,ASM46913v2,na,PRJNA224116,SAMN02469735,none,none,India: the Little Rann of Kutch; Gujarat,2020-02-03,GCA_000469135.2,none,full,none,salt crystallizer,none,1,1,Bacillus sp. SB49,3762,na,24,1,1,3765941,3765941,3765941,2020/02/03,0,1071080,8,SB49,Directorate of Groundnut Research (Indian Council of Agricultural Research),1071080,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__unclassified Bacillus (in: Bacteria);s__Bacillus sp. SB49,0,3765941,11,65,none,3765941,0,none,3853,1,3765941,8,none,none,none,none,none,none,1563,NZ_CP048117.1,1565,2789,0,98.85,CP020772.1601187.1602756,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus mangrovi,0,19,65,0,Bacteria,Bacillota,Bacilli,Bacillales D,Halobacillaceae,Halobacillus,Halobacillus sp001592845
GCF_019599545.1,RS_GCF_019599545.1,0,99.33,0.0,274,c__Bacilli (UID256),150,0.0,3385034,86.20075942488246,11,1704986,43.41901167331624,3926919,RS_GCF_019599545.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Halobacillus;s__Halobacillus sp019599545,not type material,none,f,2,2,1248135,1248135,4790,1,2912,NZ_JAIEZV010000009.1,1248135,8,108,NZ_JAIEZV010000001.1,2912,5245,0,99.176,CCDI010000005.117.3030,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus karajensis,356983,392691,t,f,f,1105605,1105605,Scaffold,ASM1959954v1,na,PRJNA224116,SAMN20606471,11,1105605,South Korea,2021-08-15,GCA_019599545.1,none,full,none,tidal flat,none,0,1,Halobacillus sp. Nhm2S1,none,na,16,10,2,1105605,712408,519631,2021/08/15,1,2866716,5,Nhm2S1,Chungbuk national university,2866716,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;x__unclassified Halobacillus;s__Halobacillus sp. Nhm2S1,100,3926919,11,65,none,3926819,0,JAIEZV000000000.1,3969,10,4790,1,none,none,none,none,none,none,1564,NZ_JAIEZV010000009.1,1557,2820,0,99.358,FJ937876.1.1557,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus trueperi,100,19,65,0,Bacteria,Bacillota,Bacilli,Bacillales D,Halobacillaceae,Halobacillus,Halobacillus sp019599545
GCF_900166625.1,RS_GCF_900166625.1,11,99.33,0.33,274,c__Bacilli (UID256),150,0.0,3620932,83.9655097249701,25,1761000,41.39586577302372,4312404,RS_GCF_900166625.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Halobacillus_A;s__Halobacillus_A massiliensis,type strain of species,LPSN,f,5,1,603846,4297267,4297267,10,2922,NZ_LT800499.1,4297267,10,110,NZ_LT800499.1,2922,5391,0,99.966,FUVA01000014.82911.85833,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus massiliensis,170162,2156202,t,f,f,385034,4297267,Scaffold,PRJEB19420,na,PRJNA224116,SAMEA88387168,25,385034,none,2017-03-24,GCA_900166625.1,none,full,none,none,none,0,1,Halobacillus massiliensis,4151,representative genome,29,2,1,4297267,4297267,4297267,2017/03/24,23,1926286,10,Marseille-P3554,URMITE,1926286,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus massiliensis,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus massiliensis,58345,4312404,11,106,assembly from type material,4254059,0,FUVA00000000.1,4200,2,4297267,9,1570,2710,0,97.834,4286128,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__alkaliphilus,3085,NZ_LT800499.1-#8,1547,2852,0,99.935,FUVA01000023.9340.10886,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus massiliensis,58345,19,107,0,Bacteria,Bacillota,Bacilli,Bacillales D,Halobacillaceae,Halobacillus A,Halobacillus A massiliensis
GCF_002886255.1,RS_GCF_002886255.1,0,99.33,2.01,270,c__Bacilli (UID257),149,25.0,3769003,80.13733261325316,3,1829265,38.899732972561694,4703180,RS_GCF_002886255.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Marinococcaceae;g__Alteribacillus;s__Alteribacillus bidgolensis,type strain of species,LPSN,t,1,1,3344604,4342811,4342811,9,2936,NZ_KZ614149.1-#2,4342811,8,113,NZ_KZ614149.1,2943,4403,0,93.748,FOXD01000044.1997.4939,Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;Salibacterium;Salibacterium halotolerans,1567504,2351590,t,f,f,3344604,4342811,Scaffold,ASM288625v1,na,PRJNA224116,SAMN07249149,3,3344604,Iran,2018-01-16,GCA_002886255.1,none,full,none,water of the hypersaline Aran-Bidgol lake in Iran,none,0,1,Alteribacillus bidgolensis,4529,representative genome,23,2,1,4342811,4342811,4342811,2018/01/16,1,930129,8,DSM 25260,Fujian Academy of Agricultural Sciences,930129,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alteribacillus;s__Alteribacillus bidgolensis,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alteribacillus;s__Alteribacillus bidgolensis,667,4703180,11,67,assembly from type material,4702513,0,NJAU00000000.1,4586,2,4342811,8,1486,2739,0,99.933,813269,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__;s__,1568,NZ_KZ614149.1,1486,2734,0,99.865,HQ433453.1.1486,Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;Alteribacillus;Alteribacillus bidgolensis,667,19,67,2,Bacteria,Bacillota,Bacilli,Bacillales H,Marinococcaceae,Alteribacillus,Alteribacillus bidgolensis
GCF_003226345.1,RS_GCF_003226345.1,0,98.68,0.66,274,c__Bacilli (UID257),151,0.0,3435081,84.86201169363535,12,1953359,48.25678762738575,4047843,RS_GCF_003226345.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Alteribacter;s__Alteribacter lacisalsi,type strain of species,LPSN,f,1,1,2263201,2263201,3254,1,2929,NZ_PDOF01000007.1,2263201,8,111,NZ_PDOF01000001.1,2933,4990,0,97.409,CP025024.3965376.3968308,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. FJAT-45348,337320,337320,t,f,f,2263201,2263201,Contig,ASM322634v1,na,PRJNA224116,SAMN07789044,12,2263201,China: Yangshapao Lake; Baicheng City; Jilin Province,2018-06-13,GCA_003226345.1,none,full,none,lake water,none,0,2,Bacillus lacisalsi,3915,representative genome,19,none,none,none,none,none,2018/06/13,0,2045244,10,YSP-3,Chinese Academy of Agricultural Sciences,2045244,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus lacisalsi,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus lacisalsi,0,4047843,11,72,assembly from type material,4047843,0,PDOF00000000.1,3964,12,1631,1,none,none,none,none,none,none,1551,NZ_PDOF01000008.1,1482,2737,0,100,LN610502.1.1482,Bacteria;Firmicutes;Bacilli;Bacillales;Salisediminibacteriaceae;Salipaludibacillus;Bacillus sp. Z24-11,0,19,72,0,Bacteria,Bacillota,Bacilli,Bacillales H,Salisediminibacteriaceae,Alteribacter,Alteribacter lacisalsi
GCF_018333235.1,RS_GCF_018333235.1,0,99.34,0.77,275,c__Bacilli (UID256),151,0.0,2941138,84.63638278598043,33,1261619,36.30725443473656,3475028,RS_GCF_018333235.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Paucisalibacillus;s__Paucisalibacillus bavariensis,not type material,none,f,2,2,1160624,1160624,4386,6,2903,NZ_BORP01000012.1,464,7,111,NZ_BORP01000017.1,1545,2617,0,97.282,LDPV02000051.55.2975,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ornithinibacillus;Ornithinibacillus contaminans,105298,112097,t,f,f,586934,586934,Scaffold,ASM1833323v1,na,PRJNA224116,SAMD00277613,33,586934,Japan,2021-03-26,GCA_018333235.1,none,full,none,honey,none,0,2,Ornithinibacillus bavariensis,none,representative genome,24,31,2,586934,309523,168022,2021/03/26,2,545502,7,J43TS3,National Agriculture and Food Research Organization,545502,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ornithinibacillus;s__Ornithinibacillus bavariensis,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ornithinibacillus;s__Ornithinibacillus bavariensis,188,3475028,11,64,none,3474840,0,BORP00000000.1,3483,31,4386,4,none,none,none,none,none,none,1327,NZ_BORP01000012.1,1327,2440,0,99.849,AM910192.1.1532,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ornithinibacillus;Ornithinibacillus sp. R-27028,188,19,65,0,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus bavariensis
GCF_900538055.1,RS_GCF_900538055.1,0,87.95,1.79,245,p__Firmicutes (UID242),130,20.0,1658730,65.83197136736092,4,1171646,46.50049491157871,2519642,RS_GCF_900538055.1,t,d__Bacteria;p__Bacillota;c__Bacilli;o__RES148;f__Pasteuriaceae;g__Pasteuria;s__Pasteuria penetrans,not type material,none,f,1,1,2186542,2186542,2186542,2,2943,NZ_UZAC03000001.1,2186542,2,112,NZ_UZAC03000001.1,2646,2734,0,85.639,AY762091.568.3184,Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;Pasteuria ramosa,629910,629910,f,f,t,2186542,2186542,Contig,ERZ1024078,na,PRJNA224116,SAMEA4830274,4,2186542,none,2019-07-11,GCA_900538055.3,none,full,RES148,none,none,0,1,Pasteuria penetrans,none,representative genome,7,none,none,none,none,none,2019/07/11,0,86005,3,RES148,The James Hutton Institute,86005,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Pasteuriaceae;g__Pasteuria;s__Pasteuria penetrans,d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Pasteuriaceae;g__Pasteuria;s__Pasteuria penetrans,0,2519642,11,45,none,2519642,0,UZAC00000000.3,2377,4,2186542,3,none,none,none,none,none,none,1525,NZ_UZAC03000001.1-#3,1520,2745,0,99.276,HQ849359.1.1519,Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;Pasteuria penetrans,0,19,46,0,Bacteria,Bacillota,Bacilli,RES148,Pasteuriaceae,Pasteuria,Pasteuria penetrans
