protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,length
CP003316.1_1709,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum oguniense,206
NZ_CP031310.1_2352,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum salinum,277
NZ_CAAHFB010000001.1_1648,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus rudnickae,260
NZ_AXVR01000130.1_2,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora cortesiana,247
JAGLZA010000417.1_6,Bacteria,WOR-3,UBA3072,UBA3072,UBA3072,JAGLZA01,JAGLZA01 sp023131835,250
NZ_WPCA01000158.1_7,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum sp009741825,276
MVQK01000003.1_26,Bacteria,Bacillota B,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,Pelotomaculum D,Pelotomaculum D sp002067515,276
NZ_REFZ01000024.1_27,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobius,Natrarchaeobius chitinivorans A,279
NZ_CP058601.1_2884,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema halophilum,286
NZ_CP084472.1_3305,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp020405225,288
NZ_CP101322.1_1931,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax sp024300625,288
NZ_AOME01000068.1_17,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus salifodinae,281
NZ_AOII01000039.1_12,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum,286
NZ_CAGS01000398.1_8,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,Nitrolancea hollandica,181
NZ_CAGS01000398.1_7,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,Nitrolancea hollandica,292
NZ_CAGS01000400.1_2,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,Nitrolancea hollandica,1457
NZ_CAGS01000398.1_5,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,Nitrolancea hollandica,294
JADDQX010000128.1_2,Bacteria,Actinomycetota,UBA4738,CADDZG01,WHSQ01,MB1-2,MB1-2 sp016781115,1421
JANJTP010000016.1_108,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,F1-60-MAGs163,F1-60-MAGs163 sp024711025,1310
NZ_CAGS01000461.1_8,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,Nitrolancea hollandica,122
NZ_QKUF01000042.1_17,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Thermosporothrix,Thermosporothrix hazakensis,1148
NZ_BIXY01000144.1_6,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter arantiisoli,212
JAJPIP010000035.1_250,Bacteria,Chloroflexota,UBA5177,UBA5177,UBA5177,JAJPIP01,JAJPIP01 sp021324655,213
NZ_BIXY01000032.1_7,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter arantiisoli,290
NZ_BIXY01000144.1_1,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter arantiisoli,173
JACQUH010000141.1_4,Bacteria,Chloroflexota,Dehalococcoidia,UBA6952,JACPCL1,JACPCL1,JACPCL1 sp016210375,300
NZ_BIFR01000001.1_3272,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Tengunoibacter,Tengunoibacter tsumagoiensis,189
NZ_BIXY01000032.1_1,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter arantiisoli,187
NZ_BIFR01000001.1_3265,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Tengunoibacter,Tengunoibacter tsumagoiensis,214
QZJE01000010.1_1,Bacteria,Actinomycetota,Aquicultoria,SURF-47,SURF-47,SURF-47,SURF-47 sp003599235,532
QZJE01000010.1_3,Bacteria,Actinomycetota,Aquicultoria,SURF-47,SURF-47,SURF-47,SURF-47 sp003599235,432
NZ_BIFR01000001.1_3262,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Tengunoibacter,Tengunoibacter tsumagoiensis,1177
NZ_BIFR01000001.1_3278,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Tengunoibacter,Tengunoibacter tsumagoiensis,192
NZ_BIFR01000001.1_2053,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Tengunoibacter,Tengunoibacter tsumagoiensis,368
JADDPY010000161.1_1,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,SCSIO-52915,SCSIO-52915 sp016781635,175
NZ_BIFS01000002.1_1674,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,236
NZ_BIFR01000001.1_1652,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Tengunoibacter,Tengunoibacter tsumagoiensis,244
JANDLV010000022.1_69,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JANDLV01,JANDLV01 sp024330185,441
NZ_BIXY01000023.1_56,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter arantiisoli,810
NZ_JAKKFI010000116.1_66,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora sp022230955,1606
NZ_BIXY01000032.1_3,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter arantiisoli,210
NZ_BIFS01000001.1_3367,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,956
NZ_BIFS01000001.1_2002,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,241
NZ_QLZR01000010.1_36,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus halotolerans,2677
JANDLV010000094.1_1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JANDLV01,JANDLV01 sp024330185,245
CADDYS010000090.1_3,Bacteria,Actinomycetota,Aquicultoria,Aquicultorales,Aquicultoraceae,CADDYS01,CADDYS01 sp902810715,2100
QZJE01000010.1_5,Bacteria,Actinomycetota,Aquicultoria,SURF-47,SURF-47,SURF-47,SURF-47 sp003599235,354
NZ_JABBVZ010000009.1_74,Bacteria,Bacillota E,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,Sulfobacillus B,Sulfobacillus B sp012933365,374
JADDQX010000128.1_4,Bacteria,Actinomycetota,UBA4738,CADDZG01,WHSQ01,MB1-2,MB1-2 sp016781115,169
NZ_BIFS01000002.1_1676,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,177
NZ_KZ845675.1_34,Bacteria,Bacillota,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoflavimicrobium,Thermoflavimicrobium daqui,883
NZ_BIFS01000001.1_3369,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,260
JANDLV010000029.1_1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JANDLV01,JANDLV01 sp024330185,373
NZ_BIFS01000001.1_2009,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,1185
JANDLV010000107.1_1,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JANDLV01,JANDLV01 sp024330185,217
PMOL01000013.1_326,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,Palsa-851,Palsa-851 sp003162415,2244
JABFQY010000002.1_202,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Tichowtungiaceae,Tichowtungia,Tichowtungia sp013141415,420
NZ_BIFS01000001.1_3371,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,178
NZ_BIFS01000001.1_2000,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter kobayashii,290
PMOL01000013.1_324,Bacteria,Dormibacterota,Dormibacteria,UBA8260,UBA8260,Palsa-851,Palsa-851 sp003162415,226
NZ_SGXD01000001.1_820,Bacteria,Actinomycetota,Actinomycetia,Motilibacterales,Motilibacteraceae,Motilibacter,Motilibacter rhizosphaerae,968
QWPB01000052.1_16,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,TH-plancto1,TH-plancto1 sp003671275,327
SYJG01000131.1_1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,SXKJ01,SXKJ01 sp005798445,486
NZ_CP031165.1_1641,Bacteria,Actinomycetota,Actinomycetia,Euzebyales,Euzebyaceae,Euzebya,Euzebya pacifica,1371
CP070758.1_1872,Bacteria,TA06 A,DG-26 A,G020348925,G020348925,G020348925,G020348925 sp020348925,2358
RCMX01000001.1_257,Bacteria,Actinomycetota,Coriobacteriia,OPB41,UBA2279,UBA2286,UBA2286 sp004348925,2494
JAHFGV010000062.1_2,Bacteria,Omnitrophota,Koll11,Aquiviventales,Aquiviventaceae,JAHFGV01,JAHFGV01 sp023247255,457
NKPV01000118.1_7,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,GBS-DC,GBS-DC,GBS-DC sp002254605,291
JAIOQB010000054.1_3,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA7805,JAIOPX01,JAIOPX01 sp021413585,409
NZ_RBWV01000011.1_454,Bacteria,Actinomycetota,Actinomycetia,Motilibacterales,Motilibacteraceae,Motilibacter,Motilibacter peucedani,1105
JADZEF010000225.1_5,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JADZEF01,JADZEF01 sp020850695,1722
JACRPR010000082.1_48,Bacteria,Chloroflexota,Anaerolineae,UBA4142,UBA4142,JACRPR01,JACRPR01 sp016223105,1459
JABUFA010000022.1_46,Bacteria,Armatimonadota,HRBIN16,HRBIN16,HRBIN16,HRBIN16,HRBIN16 sp013314755,1626
JAKAIY010000158.1_3,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JADMIN01,JAKAIY01,JAKAIY01 sp021814145,562
NZ_BIFR01000001.1_2056,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Tengunoibacter,Tengunoibacter tsumagoiensis,184
JAEURO010000059.1_12,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEURO01,JAEURO01 sp016788345,291
SVGZ01000001.1_72,Bacteria,Bacillota A,Clostridia,Christensenellales,Christensenellaceae,SIG371,SIG371 sp015056045,2117
NZ_JAJOMA010000023.1_66,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Kineosporiaceae,Kineosporia,Kineosporia mesophila,1629
JAEZDB010000250.1_3,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JAGIBJ01,JAGIBJ01 sp023429855,1489
NZ_CAGS01000610.1_2,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,Nitrolancea hollandica,129
JACOSL010000014.1_20,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JACOSL01,JACOSL01 sp016179045,662
NZ_LN812102.1_411,Bacteria,Bacillota,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Risungbinella,Risungbinella massiliensis,733
RCMX01000001.1_259,Bacteria,Actinomycetota,Coriobacteriia,OPB41,UBA2279,UBA2286,UBA2286 sp004348925,238
DMMW01000028.1_40,Bacteria,Elusimicrobiota,UBA8919,UBA8919,UBA8919,UBA9627,UBA9627 sp003452965,350
MGVS01000019.1_9,Bacteria,Elusimicrobiota,UBA8919,UBA8919,UBA8919,UBA9627,UBA9627 sp001800605,350
JAGQQE010000387.1_3,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp020426345,437
JAEURO010000059.1_8,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEURO01,JAEURO01 sp016788345,507
JAAXHD010000017.1_1,Bacteria,Poribacteria,WGA-4E,WGA-4E,WGA-3G,WGA-3G,WGA-3G sp012271015,526
NZ_JACHGW010000003.1_102,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,Armatimonas rosea,1240
JAHFUR010000029.1_22,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,AC-14,CADCTB01,CADCTB01 sp023264995,274
JAEUIH010000136.1_14,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp016795105,356
JANWYM010000185.1_8,Bacteria,Armatimonadota,Abditibacteria,Abditibacteriales,JANWYM01,JANWYM01,JANWYM01 sp025055355,418
JAFSAC010000064.1_13,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905,UBA5905 sp017442265,2208
JAIBAP010000098.1_1,Bacteria,Chloroflexota,Anaerolineae,J102,J102,SSF26,SSF26 sp019695115,2318
WPIF01000014.1_44,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA1546,SCSY01,SCSY01 sp009773185,2423
JAEVZK010000044.1_13,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEVZK01,JAEVZK01 sp023392285,355
NZ_CP036250.1_16,Bacteria,Actinomycetota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,Egicoccus,Egicoccus halophilus,213
SYMT01000015.1_6,Bacteria,Armatimonadota,SYMT01,SYMT01,SYMT01,SYMT01,SYMT01 sp005805375,244
DKKT01000015.1_12,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UBA6659,UBA6659 sp002455425,355
JADZDX010000072.1_1,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAFLBD01,JAFLBD01 sp020850835,401
JABWBG010000384.1_1,Bacteria,Chloroflexota,Anaerolineae,J102,J102,JABWBG01,JABWBG01 sp013360575,673
SYMT01000675.1_3,Bacteria,Armatimonadota,SYMT01,SYMT01,SYMT01,SYMT01,SYMT01 sp005805375,452
JACPFG010000045.1_8,Bacteria,UBA10199,UBA10199,GCA-002796325,JACPFF01,JACPFG01,JACPFG01 sp016183125,255
JANWYM010000337.1_1,Bacteria,Armatimonadota,Abditibacteria,Abditibacteriales,JANWYM01,JANWYM01,JANWYM01 sp025055355,258
JAEURO010000059.1_4,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEURO01,JAEURO01 sp016788345,273
JAHDXO010000012.1_118,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,SKKK01,SKKK01 sp023382975,571
CADDYS010000137.1_1,Bacteria,Actinomycetota,Aquicultoria,Aquicultorales,Aquicultoraceae,CADDYS01,CADDYS01 sp902810715,235
JACKOH010000003.1_324,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,NORP240,NORP240 sp024234395,1467
SYMT01000015.1_1,Bacteria,Armatimonadota,SYMT01,SYMT01,SYMT01,SYMT01,SYMT01 sp005805375,296
LDYB01000024.1_1,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,GBS-DC,LDYB01,LDYB01 sp001442985,308
JAFKFQ010000258.1_53,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Urbifossiella,Urbifossiella sp017308215,1597
CAMDQF010000103.1_6,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JACQGT01,JACQGT01 sp945905745,1942
CAMDCN010000032.1_7,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Ga0077553,Ga0077553 sp945890485,2067
SXIE01000386.1_11,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,SXIE01,SXIE01 sp005772945,2103
NZ_LN812102.1_402,Bacteria,Bacillota,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Risungbinella,Risungbinella massiliensis,203
DKKT01000015.1_16,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UBA6659,UBA6659 sp002455425,215
JANWYM010000884.1_3,Bacteria,Armatimonadota,Abditibacteria,Abditibacteriales,JANWYM01,JANWYM01,JANWYM01 sp025055355,254
BEHR01000048.1_7,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,GBS-DC,HRBIN15,HRBIN15 sp002898555,268
JANXCD010000164.1_2,Bacteria,Armatimonadota,HRBIN17,HRBIN17,HRBIN17,Fervidibacter,Fervidibacter sp025060305,303
NZ_SIHI01000097.1_6,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus,Thalassoglobus neptunius,328
JACIXQ010000048.1_16,Bacteria,JACIXR01,JACIXR01,JACIXR01,JACIXR01,JACIXR01,JACIXR01 sp014360465,1284
NZ_JANEHW010000003.1_175,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,Methylomonas sp024360925,1551
JAIMBJ010000004.1_90,Bacteria,Armatimonadota,HRBIN16,HRBIN16,HRBIN16,HRBIN16,HRBIN16 sp023511455,147
CP054189.1_2075,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Nitrosymbiomonas,Nitrosymbiomonas sp001567425,294
JAEUIH010000157.1_1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp016795105,600
JADZEW010000008.1_127,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JANJUB01,JANJUB01 sp020850325,633
JAJYCH010000015.1_6,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,JAJYCH01,JAJYCH01 sp021778575,1611
NZ_AP025737.1_235,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Naasia,Naasia sp023734115,251
LUZV01000225.1_4,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,T78,T78 sp001603765,326
JAHDXO010000012.1_116,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,SKKK01,SKKK01 sp023382975,529
JAHDXO010000099.1_23,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,SKKK01,SKKK01 sp023382975,606
NZ_CP037452.1_4201,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia fumaroli,842
VGOD01000320.1_4,Bacteria,Chloroflexota,Anaerolineae,CG2-30-64-16,CG2-30-64-16,VGOD01,VGOD01 sp016876015,938
QHNT01000363.1_10,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AV2,AV2,AV2 sp003218515,1416
PMIE01000145.1_15,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,Fen-1039 sp003156975,1597
JAHDVN010000558.1_1,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,UBA5704,JAAYLR01,JAAYLR01 sp023384635,349
JAFDWU010000003.1_190,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,SZAS-5,SZAS-5 sp018268315,389
JACQGW010000068.1_1,Bacteria,Chloroflexota,Dehalococcoidia,JACQGW01,JACQGW01,JACQGW01,JACQGW01 sp016199325,409
NZ_BEXT01000001.1_906,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema B,Desulfonema B ishimotonii,460
NZ_FOCN01000006.1_75,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Cryobacterium,Cryobacterium luteum,1021
NZ_NBXD01000064.1_4,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Subtercola,Subtercola boreus A,1173
JADZEW010000001.1_375,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JANJUB01,JANJUB01 sp020850325,1239
NZ_JAFMPS010000003.1_52,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,PGZG01,PGZG01 sp020667895,3710
NZ_JAFMPS010000003.1_55,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,PGZG01,PGZG01 sp020667895,257
NZ_BEXT01000001.1_911,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema B,Desulfonema B ishimotonii,262
JAGQPF010000531.1_4,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JAGQPF01,JAGQPF01 sp020426845,318
JAEUIH010000020.1_86,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp016795105,355
JAEUIH010000051.1_9,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp016795105,384
CAAEXX010000246.1_3,Bacteria,Bacillota A,Clostridia,Oscillospirales,Ruminococcaceae,Faeciplasma,Faeciplasma sp900760125,386
JADZEW010000001.1_378,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JANJUB01,JANJUB01 sp020850325,462
MHBK01000066.1_35,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3 A,GWF2-57-35,GWF2-57-35,GWF2-57-35 sp001804865,1401
JACQZS010000290.1_1,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Paludibaculum,Paludibaculum sp016213725,2023
JAABPS010000310.1_5,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAABPS01,JAABPS01,JAABPS01 sp011391835,336
QIKY01000383.1_4,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,SZUA-33,SZUA-33 sp003233175,344
JAIQFJ010000252.1_2,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Palsa-187,Palsa-187 sp020073325,1430
CAIKAS010000164.1_12,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,BOG-234,BOG-234 sp903825445,1476
JAAZFF010000309.1_11,Bacteria,Verrucomicrobiota,Kiritimatiellia,RFP12,UBA3636,JAAZFF01,JAAZFF01 sp012511845,125
JAJYCW010000033.1_5,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,JAJZFK01,JAJZFK01 sp021777995,185
SYMT01000015.1_4,Bacteria,Armatimonadota,SYMT01,SYMT01,SYMT01,SYMT01,SYMT01 sp005805375,188
JAIOQB010000228.1_3,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA7805,JAIOPX01,JAIOPX01 sp021413585,241
JAEURO010000139.1_3,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEURO01,JAEURO01 sp016788345,280
JAEUII010000315.1_7,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,SXXK01,SXXK01 sp016795145,332
JAHDXO010000099.1_25,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,SKKK01,SKKK01 sp023382975,430
NZ_CP020991.1_2203,Bacteria,Bacillota A,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,Monoglobus pectinilyticus,441
DDTO01000001.1_179,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UBA6659,UBA6659 sp002344135,631
JAJYCW010000012.1_1,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,JAJZFK01,JAJZFK01 sp021777995,1258
NZ_BEXT01000001.1_921,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema B,Desulfonema B ishimotonii,240
JAJZFJ010000261.1_12,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,JAJZFJ01,JAJZFJ01 sp021805395,296
JANWYM010000671.1_3,Bacteria,Armatimonadota,Abditibacteria,Abditibacteriales,JANWYM01,JANWYM01,JANWYM01 sp025055355,303
