query,target,evalue,bits,tstart,tend,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,sboA,albA,albC,contig_id
WP_157895742.1,CAILKQ010000061.1_16,7.064e-34,141,1,223,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,SXYR01 sp903834825,False,False,True,CAILKQ010000061.1
WP_088863145.1,CAILWD010000286.1_3,1.688e-72,263,45,437,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,OLB14,OLB14 sp903837815,False,True,False,CAILWD010000286.1
WP_088863145.1,CAILYI010000151.1_14,4.555e-138,454,23,436,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,UBA5195 sp903838415,False,True,False,CAILYI010000151.1
WP_157895742.1,CAIMFK010000012.1_198,5.599000000000001e-32,136,5,209,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,CAIYEO01,CAIYEO01 sp903840315,False,False,True,CAIMFK010000012.1
WP_088863145.1,CAIMPC010000068.1_32,8.863999999999999e-22,112,29,274,Bacteria,Omnitrophota,Koll11,2-01-FULL-45-10,2-01-FULL-45-10,CAIMPC01,CAIMPC01 sp903843285,False,True,False,CAIMPC010000068.1
NP_391617.1,CAIMWE010000093.1_12,1.042e-48,194,32,344,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5066,UBA5066,CAIMWE01,CAIMWE01 sp903845115,False,True,False,CAIMWE010000093.1
NP_391619.1,CAINEY010000059.1_7,2.224e-18,96,17,208,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,UBA2212,UBA2212 sp903847945,False,False,True,CAINEY010000059.1
NP_391617.1,CAINJJ010000027.1_40,3.623e-54,210,18,378,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus sp903849645,False,True,False,CAINJJ010000027.1
WP_088863145.1,CAINXK010000107.1_5,1.03e-127,424,64,470,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,UBA5195 sp903854805,False,True,False,CAINXK010000107.1
WP_088863145.1,CAIPTO010000075.1_8,5.655e-54,209,42,369,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,YA12-FULL-51-18,YA12-FULL-51-18 sp903867985,False,True,False,CAIPTO010000075.1
NP_391617.1,CAIPYV010000118.1_15,1.657e-57,220,3,338,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium sp903869365,False,True,False,CAIPYV010000118.1
NP_391617.1,CAIPYV010000118.1_20,9.055000000000001e-56,214,4,331,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium sp903869365,False,True,False,CAIPYV010000118.1
WP_157895742.1,CAIQIK010000015.1_12,3.767e-73,255,1,242,Bacteria,Caldisericota,Caldisericia,Cryosericales,Cryosericaceae,Cryosericum,Cryosericum sp903871855,False,False,True,CAIQIK010000015.1
WP_088863145.1,CAIQIV010000539.1_2,2.62e-73,266,136,447,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,CAIQIV01,CAIQIV01 sp903871905,False,True,False,CAIQIV010000539.1
WP_088863145.1,CAIQJJ010000392.1_28,7.528e-128,424,56,483,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,CAIQJJ01,CAIQJJ01 sp903872065,False,True,False,CAIQJJ010000392.1
NP_391617.1,CAIQQN010000077.1_29,1.961e-52,205,20,357,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA877,UBA877 sp903873975,False,True,False,CAIQQN010000077.1
WP_088863145.1,CAIQQN010000116.1_13,2.022e-71,260,131,437,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA877,UBA877 sp903873975,False,True,False,CAIQQN010000116.1
WP_088863145.1,CAIQVH010000016.1_233,4.536e-135,445,31,436,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,UBA5195 sp903875215,False,True,False,CAIQVH010000016.1
WP_088863145.1,CAIRBT010000024.1_2,7.163e-18,100,117,304,Bacteria,Desulfobacterota F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,JACRCG01,JACRCG01 sp903876875,False,True,False,CAIRBT010000024.1
WP_051482183.1,CAIRTF010000106.1_8,6.943e-76,263,3,216,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,CAILAF01,CAILAF01 sp903881425,False,False,True,CAIRTF010000106.1
WP_088863145.1,CAIRYE010000496.1_3,2.795e-116,391,79,477,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,UBA5195 sp903882765,False,True,False,CAIRYE010000496.1
WP_157895742.1,CAISDV010000169.1_19,2.999e-32,137,4,205,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,CAILAF01,CAILAF01 sp903884185,False,False,True,CAISDV010000169.1
WP_088863145.1,CAISEG010000144.1_4,2.63e-107,365,27,404,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA877,UBA877 sp903884265,False,True,False,CAISEG010000144.1
NP_391619.1,CAISVS010000056.1_3,1.5e-24,115,23,225,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,UBA1547 sp903889015,False,False,True,CAISVS010000056.1
WP_157895742.1,CAITDW010000060.1_10,1.4280000000000002e-31,135,8,219,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,CAIYEO01,CAIYEO01 sp903891235,False,False,True,CAITDW010000060.1
NP_391619.1,CAITGX010000274.1_13,3.181e-25,117,16,211,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,F1-120-MAGs118,F1-120-MAGs118 sp903892045,False,False,True,CAITGX010000274.1
WP_157895742.1,CAITQQ010000192.1_7,7.923e-35,144,1,215,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,SXYR01 sp903894575,False,False,True,CAITQQ010000192.1
NP_391619.1,CAIUKF010000014.1_1,1.148e-12,79,6,101,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,UBA1547,UBA1547 sp903899655,False,False,True,CAIUKF010000014.1
WP_157895742.1,CAIUKP010000330.1_1,1.221e-68,242,1,216,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp903899675,False,False,True,CAIUKP010000330.1
WP_051482183.1,CAIUOC010000008.1_20,2.024e-34,143,10,208,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,CAIYEO01,CAIYEO01 sp903900685,False,False,True,CAIUOC010000008.1
WP_088863145.1,CAIUPH010000069.1_28,3.907e-20,107,124,312,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,PALSA-986 sp903901015,False,True,False,CAIUPH010000069.1
WP_051482183.1,CAIVKC010000038.1_24,1.175e-32,138,4,205,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,Puia sp903906365,False,False,True,CAIVKC010000038.1
WP_088863145.1,CAIVSQ010000554.1_6,2.391e-129,429,41,446,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,UBA5195 sp903908605,False,True,False,CAIVSQ010000554.1
NP_391617.1,CAIVSY010000032.1_30,6.813e-12,81,45,195,Bacteria,Verrucomicrobiota,Kiritimatiellia,CAIKKV01,CAITUY01,CAIVSY01,CAIVSY01 sp903908715,False,True,False,CAIVSY010000032.1
WP_088863145.1,CAIWAX010000302.1_7,5.063e-139,457,31,444,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,UBA5195 sp903910795,False,True,False,CAIWAX010000302.1
WP_051482183.1,CAIWCG010000285.1_8,1.0689999999999999e-73,257,4,216,Bacteria,Bacteroidota,Bacteroidia,AKYH767-A,JABDAW01,JABDAW01,JABDAW01 sp903911135,False,False,True,CAIWCG010000285.1
WP_088863145.1,CAIWCT010000211.1_6,5.151e-27,128,36,219,Bacteria,Desulfobacterota F,WTBG01,CAIYCZ01,CAIRTM01,CAIWCT01,CAIWCT01 sp903911225,False,True,False,CAIWCT010000211.1
WP_051482183.1,CAIWKU010000223.1_14,3.643e-31,134,4,224,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp903913355,False,False,True,CAIWKU010000223.1
WP_088863145.1,CAIWRB010000334.1_17,1.301e-70,258,130,436,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,OLB14,OLB14 sp903914955,False,True,False,CAIWRB010000334.1
WP_051482183.1,CAIYAG010000044.1_2,5.599000000000001e-32,136,4,224,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp903924075,False,False,True,CAIYAG010000044.1
WP_157895742.1,CAIYEO010000065.1_2,2.024e-34,143,8,208,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,CAIYEO01,CAIYEO01 sp903925195,False,False,True,CAIYEO010000065.1
WP_051482183.1,CAIYKV010000138.1_20,6.810000000000001e-79,272,3,224,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp903926855,False,False,True,CAIYKV010000138.1
WP_051482183.1,CAIYLW010000015.1_10,5.599000000000001e-32,136,4,224,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp903927185,False,False,True,CAIYLW010000015.1
WP_051482183.1,CAIYPC010000429.1_4,1.4280000000000002e-31,135,4,205,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,Puia sp903927975,False,False,True,CAIYPC010000429.1
NP_391617.1,CAIYVX010000063.1_74,2.874e-77,278,27,453,Bacteria,Planctomycetota,Phycisphaerae,FEN-1346,JAACEH01,CAIYVX01,CAIYVX01 sp903929765,False,True,False,CAIYVX010000063.1
WP_051482183.1,CAIZMD010000487.1_4,2.4e-78,270,4,225,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp903933995,False,False,True,CAIZMD010000487.1
WP_042691587.1,CAJAXH010000106.1_11,1.358e-18,102,19,268,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,Thiodictyon sp903946935,False,True,False,CAJAXH010000106.1
WP_157895742.1,CAJBBV010000003.1_4,6.291999999999999e-33,139,1,223,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,SXYR01 sp903951405,False,False,True,CAJBBV010000003.1
WP_051482183.1,CAJBRT010000058.1_12,1.05e-76,265,3,224,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp903958045,False,False,True,CAJBRT010000058.1
NP_391619.1,CAJFPD010000151.1_7,3.8e-24,113,23,211,Bacteria,Bacillota A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alangreenwoodia,Alangreenwoodia gallinarii,False,False,True,CAJFPD010000151.1
NP_391619.1,CAJFSP010000001.1_149,2.6979999999999997e-88,299,1,240,Bacteria,Bacillota A,Clostridia,Christensenellales,CAG-314,Heteroclostridium,Heteroclostridium caecigallinarum,False,False,True,CAJFSP010000001.1
NP_391619.1,CAJFUF010000005.1_25,4.12e-27,122,19,238,Bacteria,Bacillota A,Clostridia,Oscillospirales,Ruminococcaceae,Schneewindia,Schneewindia gallinarum,False,False,True,CAJFUF010000005.1
NP_391619.1,CAJJKN010000007.1_30,3.1400000000000002e-96,322,1,240,Bacteria,Bacillota A,Clostridia,Christensenellales,QAND01,UMGS1975,UMGS1975 sp900751745,False,False,True,CAJJKN010000007.1
WP_157895742.1,CAJKFC010000016.1_26,5.599000000000001e-32,136,1,222,Bacteria,Bacillota A,Clostridia,Oscillospirales,Butyricicoccaceae,SIG471,SIG471 sp905199135,False,False,True,CAJKFC010000016.1
NP_391617.1,CAJKRH010000017.1_40,1.7480000000000002e-20,108,8,349,Bacteria,Bacillota A,Clostridia,Oscillospirales,CAG-272,CAG-724,CAG-724 sp905202255,False,True,False,CAJKRH010000017.1
NP_391619.1,CAJLPK010000042.1_2,5.349e-95,319,1,240,Bacteria,Bacillota A,Clostridia,Christensenellales,QAND01,UMGS1975,UMGS1975 sp900556815,False,False,True,CAJLPK010000042.1
WP_157895742.1,CAJMMH010000114.1_3,1.0650000000000001e-26,121,7,199,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,KLE1615,KLE1615 sp905214365,False,False,True,CAJMMH010000114.1
NP_391619.1,CAJMQN010000003.1_55,5.703e-86,293,5,244,Bacteria,Bacillota A,Clostridia,Christensenellales,HGM11417,CAJMQN01,CAJMQN01 sp905215695,False,False,True,CAJMQN010000003.1
WP_088863145.1,CAJONE010000051.1_3,1.439e-40,169,38,350,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,P3,UBA1711,UBA1711 sp905235855,False,True,False,CAJONE010000051.1
WP_042691587.1,CAJOPB010000147.1_26,1.017e-18,102,119,289,Bacteria,Bacillota A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG7114,RGIG7114 sp905236305,False,True,False,CAJOPB010000147.1
WP_051482183.1,CAJPFJ010000024.1_65,3.554e-39,157,9,206,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp905339155,False,False,True,CAJPFJ010000024.1
WP_088863145.1,CAJQKF010000139.1_9,5.655e-54,209,19,290,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,CAJQKF01,CAJQKF01,CAJQKF01 sp905478855,False,True,False,CAJQKF010000139.1
NP_391619.1,CAJTDL010000036.1_11,3.019e-27,123,1,234,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,14-2 sp910575035,False,False,True,CAJTDL010000036.1
NP_391619.1,CAJTFG010000002.1_89,2.526e-97,325,1,240,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,CAJTFG01,CAJTFG01 sp910575705,False,False,True,CAJTFG010000002.1
NP_391619.1,CAJTGB010000018.1_13,6.741000000000001e-26,119,96,330,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Sporofaciens,Sporofaciens sp910575835,False,False,True,CAJTGB010000018.1
NP_391619.1,CAJTGD010000004.1_7,1.1e-24,115,1,215,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Schaedlerella,Schaedlerella sp910575475,False,False,True,CAJTGD010000004.1
WP_051482183.1,CAJTGI010000006.1_179,6.494000000000001e-36,147,1,202,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter sp910575435,False,False,True,CAJTGI010000006.1
NP_391619.1,CAJTMC010000100.1_3,1.427e-26,121,1,234,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,COE1 sp910577115,False,False,True,CAJTMC010000100.1
NP_391619.1,CAJTNA010000006.1_2,1.467e-85,291,1,239,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,MGBC100798,MGBC100798 sp910577845,False,False,True,CAJTNA010000006.1
NP_391619.1,CAJTNW010000025.1_5,6.940999999999999e-88,298,1,238,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,MGBC100798,MGBC100798 sp910577795,False,False,True,CAJTNW010000025.1
NP_391617.1,CAJTOG010000057.1_8,9.776e-21,109,101,246,Bacteria,Bacillota A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus sp910577575,False,True,False,CAJTOG010000057.1
NP_391619.1,CAJTOJ010000014.1_2,1.1e-24,115,1,215,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp910577665,False,False,True,CAJTOJ010000014.1
WP_088863145.1,CAJTPN010000010.1_80,2.127e-21,111,13,186,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp910578185,False,True,False,CAJTPN010000010.1
NP_391619.1,CAJTRU010000129.1_1,4.338000000000001e-25,116,1,215,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter sp910579085,False,False,True,CAJTRU010000129.1
NP_391619.1,CAJTSN010000045.1_11,2.6560000000000004e-26,120,1,208,Bacteria,Bacillota,Bacilli,RF39,UBA660,HGM10857,HGM10857 sp910578745,False,False,True,CAJTSN010000045.1
WP_051482183.1,CAJTSV010000061.1_2,5.317e-37,151,14,205,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium J,Eubacterium J sp910579075,False,False,True,CAJTSV010000061.1
NP_391619.1,CAJTVR010000014.1_23,2.6620000000000003e-31,134,28,243,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium J,Eubacterium J sp910580075,False,False,True,CAJTVR010000014.1
WP_088863145.1,CAJTXE010000008.1_64,5.367e-18,100,16,204,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp910580225,False,True,False,CAJTXE010000008.1
NP_391619.1,CAJTXS010000002.1_31,4.393e-30,131,22,223,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,MGBC120929,MGBC120929 sp910583735,False,False,True,CAJTXS010000002.1
NP_391619.1,CAJTYW010000024.1_5,1.467e-85,291,1,238,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,MGBC100798,MGBC100798 sp910583995,False,False,True,CAJTYW010000024.1
NP_391619.1,CAJTZR010000103.1_5,3.773e-85,290,1,239,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,MGBC100798,MGBC100798 sp910584035,False,False,True,CAJTZR010000103.1
NP_391617.1,CAJTZX010000014.1_61,8.617e-91,317,38,449,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium J,Eubacterium J sp910584345,False,True,False,CAJTZX010000014.1
NP_391616.1,CAJTZX010000014.1_62,4.415e-13,72,14,55,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium J,Eubacterium J sp910584345,True,False,False,CAJTZX010000014.1
WP_051482183.1,CAJUAH010000003.1_99,2.766e-34,143,4,215,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp910584375,False,False,True,CAJUAH010000003.1
WP_051482183.1,CAJUAN010000021.1_8,5.428e-40,159,4,215,Bacteria,Bacillota A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG8773,RGIG8773 sp910584715,False,False,True,CAJUAN010000021.1
NP_391619.1,CAJUBA010000001.1_257,3.773e-85,290,3,241,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,RACS-045,RACS-045 sp910584635,False,False,True,CAJUBA010000001.1
NP_391619.1,CAJUCX010000002.1_5,4.9420000000000007e-26,119,19,232,Bacteria,Bacillota A,Clostridia,Christensenellales,CAG-314,Heteroclostridium,Heteroclostridium sp910585195,False,False,True,CAJUCX010000002.1
NP_391619.1,CAJUEA010000005.1_3,4.676e-28,125,15,212,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,MGBC100798,MGBC100798 sp910584975,False,False,True,CAJUEA010000005.1
NP_391619.1,CAJUGR010000012.1_14,9.195e-26,118,28,211,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,C-19,C-19 sp910586285,False,False,True,CAJUGR010000012.1
NP_391617.1,CAJUHL010000050.1_5,1.949e-50,199,89,450,Bacteria,Bacillota,Bacilli,RF39,UBA660,UBA5026,UBA5026 sp910586425,False,True,False,CAJUHL010000050.1
WP_051482183.1,CAJUJR010000028.1_9,3.7810000000000003e-34,142,1,205,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter sp910586605,False,False,True,CAJUJR010000028.1
WP_051482183.1,CAJUKN010000012.1_50,1.718e-62,224,4,217,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp910587485,False,False,True,CAJUKN010000012.1
NP_391617.1,CAJUKT010000101.1_9,1.282e-37,160,42,437,Bacteria,Bacillota A,Clostridia,Oscillospirales,Oscillospiraceae,Enterenecus,Enterenecus sp910587255,False,True,False,CAJUKT010000101.1
NP_391619.1,CAJUMY010000001.1_71,6.741000000000001e-26,119,1,227,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,MGBC161649,MGBC161649 sp910587685,False,False,True,CAJUMY010000001.1
NP_391619.1,CAJUNP010000019.1_48,1.7879999999999998e-23,111,1,215,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,MGBC143606,MGBC143606 sp910587935,False,False,True,CAJUNP010000019.1
NP_391619.1,CAJUNX010000015.1_61,1.5e-24,115,1,215,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp910587865,False,False,True,CAJUNX010000015.1
NP_391619.1,CAJUNZ010000055.1_17,5.916000000000001e-25,116,1,215,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp910587755,False,False,True,CAJUNZ010000055.1
NP_391619.1,CAJUOU010000003.1_50,1.8220000000000001e-84,288,1,238,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,MGBC100798,MGBC100798 sp910588545,False,False,True,CAJUOU010000003.1
NP_391619.1,CAJUPB010000001.1_262,1.407e-91,309,1,237,Bacteria,Bacillota A,Clostridia,Christensenellales,Pumilibacteraceae,MGBC157735,MGBC157735 sp910588155,False,False,True,CAJUPB010000001.1
NP_391619.1,CAJUPS010000012.1_13,8.407999999999999e-23,109,21,219,Bacteria,Bacillota A,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,Pelethomonas sp910588045,False,False,True,CAJUPS010000012.1
NP_391619.1,CAJUQB010000085.1_4,5.916000000000001e-25,116,1,234,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,14-2 sp910588285,False,False,True,CAJUQB010000085.1
WP_051482183.1,CAJURY010000004.1_5,7.483e-61,220,5,216,Bacteria,Bacillota A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp910589155,False,False,True,CAJURY010000004.1
NP_391619.1,CAJUSI010000035.1_5,2.3330000000000003e-25,117,1,215,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp910589035,False,False,True,CAJUSI010000035.1
WP_051482183.1,CAJUTV010000001.1_1,8.281e-62,222,4,217,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp910589305,False,False,True,CAJUTV010000001.1
WP_157895742.1,CAJVWY010000135.1_2,6.403e-72,252,7,230,Bacteria,Actinomycetota,Thermoleophilia,BMS3ABIN01,BMS3ABIN01,BMS3ABIN01,BMS3ABIN01 sp913009925,False,False,True,CAJVWY010000135.1
WP_157895742.1,CAJWLF010000001.1_122,4.097e-32,136,6,218,Bacteria,Chloroflexota,UBA11872,UBA11872,VXNJ01,CAJWLF01,CAJWLF01 sp913043205,False,False,True,CAJWLF010000001.1
WP_157895742.1,CAJWWK010000011.1_23,2.007e-73,256,5,230,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1328,UBA1328,UBA1328 sp002313245,False,False,True,CAJWWK010000011.1
NP_391617.1,CAJXKN010000010.1_12,1.619e-28,133,107,436,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,CAJXKN01,CAJXKN01 sp913055585,False,True,False,CAJXKN010000010.1
NP_391617.1,CAJXKT010000025.1_18,7.311e-21,109,31,372,Bacteria,Planctomycetota,Brocadiia,Brocadiales,Scalinduaceae,Scalindua,Scalindua sp913055705,False,True,False,CAJXKT010000025.1
WP_051482183.1,CAJXOA010000018.1_6,6.494000000000001e-36,147,4,210,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,SLSQ01,SLSQ01 sp913057685,False,False,True,CAJXOA010000018.1
NP_391617.1,CAKKPF010000207.1_2,1.791e-16,95,34,290,Bacteria,Planctomycetota,Brocadiia,Brocadiales,Scalinduaceae,Scalindua,Scalindua sp919901575,False,True,False,CAKKPF010000207.1
NP_391619.1,CAKKPG010000179.1_4,6.869e-72,252,1,237,Bacteria,Nitrospirota,UBA9217,UBA9217,UBA9217,CAKKPG01,CAKKPG01 sp919901555,False,False,True,CAKKPG010000179.1
