query	target	evalue	bits	tstart	tend
WP_157895742.1	SKMN01000067.1_5@GCA_007121015.1	4.084E-31	133	26	240
WP_157895742.1	SKKC01000173.1_1@GCA_007121695.1	5.579E-31	132	4	206
WP_157895742.1	MBU1143029.1@GCA_018818645.1	5.579E-31	132	1	221
WP_157895742.1	WP_224117610.1@GCF_020076305.1	5.579E-31	132	1	221
WP_157895742.1	MBK9381914.1@GCA_016719165.1	5.579E-31	132	4	216
WP_157895742.1	MBU4358551.1@GCA_018896525.1	5.579E-31	132	5	234
WP_157895742.1	MBN1289285.1@GCA_016927325.1	5.579E-31	132	5	217
WP_157895742.1	GBE57106.1@GCA_002897715.1	5.579E-31	132	7	229
WP_157895742.1	JADGOQ010000084.1_24@GCA_017882885.1	5.579E-31	132	7	217
WP_157895742.1	MBN1861034.1@GCA_016930995.1	5.579E-31	132	37	252
WP_157895742.1	CAAEOA010000258.1_7@GCA_900757485.1	7.622E-31	132	1	227
WP_157895742.1	MCL2586716.1@GCA_009784665.1	7.622E-31	132	1	225
WP_157895742.1	JAEZTC010000001.1_145@GCA_023421675.1	7.622E-31	132	1	204
WP_157895742.1	JAEWKA010000002.1_106@GCA_023386265.1	7.622E-31	132	1	204
WP_157895742.1	WP_245586859.1@GCF_000511175.1	7.622E-31	132	5	217
WP_157895742.1	JAAFHG010000325.1_5@GCA_013297585.1	7.622E-31	132	3	216
WP_157895742.1	WP_073283624.1@GCF_900142955.1	7.622E-31	132	4	216
WP_157895742.1	HBO91168.1@GCA_003509065.1	7.622E-31	132	5	224
WP_157895742.1	MCA9835524.1@GCA_020431825.1	7.622E-31	132	1	204
WP_157895742.1	MBP1703507.1@GCA_017860725.1	7.622E-31	132	4	206
WP_157895742.1	WP_027340993.1@GCF_000428945.1	7.622E-31	132	7	224
WP_157895742.1	MCR4406390.1@GCA_024653325.1	7.622E-31	132	5	206
WP_157895742.1	JAKAMV010000304.1_7@GCA_021812735.1	7.622E-31	132	5	206
WP_157895742.1	MYB17169.1@GCA_009840625.1	7.622E-31	132	36	236
WP_157895742.1	MBP9739293.1@GCA_018061385.1	1.041E-30	132	4	217
WP_157895742.1	NOH10046.1@GCA_013112575.1	1.041E-30	132	5	205
WP_157895742.1	UQNW01000022.1_28@GCA_900542495.1	1.422E-30	131	6	207
WP_157895742.1	NLZ33201.1@GCA_012800855.1	1.422E-30	131	1	223
WP_157895742.1	WP_212774610.1@GCF_018326425.1	1.422E-30	131	1	226
WP_157895742.1	RYY41071.1@GCA_004173235.1	1.422E-30	131	3	222
WP_157895742.1	WP_092723547.1@GCF_900106985.1	1.422E-30	131	1	215
WP_157895742.1	MCC7568864.1@GCA_020854925.1	1.422E-30	131	1	222
WP_157895742.1	MBS5934260.1@GCA_018372435.1	1.422E-30	131	4	216
WP_157895742.1	JAHEBB010000101.1_6@GCA_024642575.1	1.422E-30	131	1	204
WP_157895742.1	JAJYMP010000233.1_14@GCA_021786915.1	1.422E-30	131	5	232
WP_157895742.1	MBE0685124.1@GCA_014860845.1	1.422E-30	131	4	205
WP_157895742.1	WP_008454492.1@GCF_000337175.1	1.422E-30	131	1	230
WP_157895742.1	MBX7262795.1@GCA_019695015.1	1.943E-30	131	7	219
WP_157895742.1	WP_131854240.1@GCF_004343705.1	1.943E-30	131	3	205
WP_157895742.1	CAMBYC010000005.1_19@GCA_945871875.1	1.943E-30	131	1	226
WP_157895742.1	MBW7917282.1@GCA_019454765.1	1.943E-30	131	1	207
WP_157895742.1	TET31800.1@GCA_004376465.1	1.943E-30	131	5	206
WP_157895742.1	MBU2687890.1@GCA_018831265.1	1.943E-30	131	4	224
WP_157895742.1	MCL4078660.1@GCA_023371205.1	1.943E-30	131	4	231
WP_157895742.1	NQW16897.1@GCA_013204555.1	1.943E-30	131	31	247
WP_157895742.1	PWHA01000222.1_5@GCA_003554685.1	2.654E-30	130	1	230
WP_157895742.1	WP_007890213.1@GCF_000174195.1	3.625E-30	130	6	207
WP_157895742.1	WP_063182616.1@GCF_001619585.1	3.625E-30	130	1	204
WP_157895742.1	MBQ3195675.1@GCA_017397955.1	3.625E-30	130	4	218
WP_157895742.1	WP_214460191.1@GCF_018595675.2	3.625E-30	130	1	215
WP_157895742.1	MCG2711375.1@GCA_022013205.1	4.951E-30	130	4	230
WP_157895742.1	JAEHDC010000069.1_15@GCA_016880595.1	4.951E-30	130	9	231
WP_157895742.1	MCA0396694.1@GCA_020161535.1	4.951E-30	130	1	215
WP_157895742.1	MBA2665737.1@GCA_013697735.1	4.951E-30	130	1	204
WP_157895742.1	PNX54183.1@GCA_002900555.1	4.951E-30	130	18	232
WP_157895742.1	JAEOSP010000217.1_3@GCA_016840305.1	4.951E-30	130	28	242
WP_157895742.1	DAJU01000008.1_24@GCA_002499005.1	6.763E-30	129	4	234
WP_157895742.1	MAU25032.1@GCA_002699165.1	6.763E-30	129	1	214
WP_157895742.1	CAIRTF010000106.1_8@GCA_903881425.1	9.237E-30	129	3	216
WP_157895742.1	WP_119279689.1@GCF_003574095.1	9.237E-30	129	1	204
WP_157895742.1	AXWR01000060.1_3@GCA_000482765.1	9.237E-30	129	1	217
WP_157895742.1	TMI89960.1@GCA_005883765.1	9.237E-30	129	4	216
WP_157895742.1	JAEYUA010000177.1_9@GCA_023433755.1	9.237E-30	129	4	205
WP_157895742.1	CAIYPC010000429.1_4@GCA_903927975.1	9.237E-30	129	3	216
WP_157895742.1	SKSV01000138.1_5@GCA_007122815.1	9.237E-30	129	3	205
WP_157895742.1	HAG97571.1@GCA_003450555.1	9.237E-30	129	7	221
WP_157895742.1	MBS1946125.1@GCA_018266455.1	1.262E-29	128	3	216
WP_157895742.1	CAJVWY010000135.1_2@GCA_913009925.1	1.262E-29	128	10	229
WP_157895742.1	WP_006053446.1@GCF_000172995.2	1.262E-29	128	13	224
WP_157895742.1	JAJXUG010000025.1_43@GCA_021783095.1	1.262E-29	128	5	206
WP_157895742.1	WP_230822459.1@GCF_021026095.1	1.723E-29	128	1	220
WP_157895742.1	MCL4401113.1@GCA_023380575.1	1.723E-29	128	6	217
WP_157895742.1	JAJYXB010000002.1_6@GCA_021791195.1	1.723E-29	128	6	217
WP_157895742.1	NUT18919.1@GCA_013362815.1	1.723E-29	128	6	232
WP_157895742.1	CAA9569999.1@GCA_902806425.1	1.723E-29	128	1	204
WP_157895742.1	JAFMYY010000002.1_214@GCA_017948555.1	2.353E-29	128	1	224
WP_157895742.1	WP_017548056.1@GCF_000330705.1	2.353E-29	128	1	229
WP_157895742.1	WP_131448067.1@GCF_004337505.1	2.353E-29	128	4	205
WP_157895742.1	WP_245696937.1@GCF_900101985.1	2.353E-29	128	5	225
WP_157895742.1	JAKAAV010000216.1_3@GCA_021802185.1	2.353E-29	128	4	205
WP_157895742.1	DHWF01000023.1_52@GCA_002413045.1	2.353E-29	128	9	209
WP_157895742.1	CAJXOA010000018.1_6@GCA_913057685.1	2.353E-29	128	4	218
WP_157895742.1	WP_187256088.1@GCF_014332695.1	3.214E-29	127	1	204
WP_157895742.1	CAIYKV010000138.1_20@GCA_903926855.1	3.214E-29	127	4	216
WP_157895742.1	SKWV01000023.1_5@GCA_007128755.1	3.214E-29	127	5	208
WP_157895742.1	JAEZLJ010000132.1_32@GCA_023415275.1	3.214E-29	127	33	251
WP_157895742.1	MCI6609787.1@GCA_022778715.1	4.389E-29	127	1	204
WP_157895742.1	WP_101357938.1@GCF_002843425.1	4.389E-29	127	1	215
WP_157895742.1	MBL7770328.1@GCA_016787265.1	4.389E-29	127	1	215
WP_157895742.1	WP_248562116.1@GCF_023168165.1	4.389E-29	127	3	230
WP_157895742.1	DXJL01000099.1_34@GCA_019057635.1	4.389E-29	127	7	241
WP_157895742.1	SKRI01000165.1_2@GCA_007118565.1	5.994E-29	126	1	213
WP_157895742.1	WP_017576969.1@GCF_000340965.1	5.994E-29	126	3	230
WP_157895742.1	MBA46930.1@GCA_002710135.1	5.994E-29	126	1	214
WP_157895742.1	MBL06736.1@GCA_002719425.1	5.994E-29	126	1	214
WP_157895742.1	MBF6592492.1@GCA_015478575.1	5.994E-29	126	7	219
WP_157895742.1	WNKP01000002.1_366@GCA_009797885.1	8.185E-29	126	1	216
WP_157895742.1	MAP56729.1@GCA_002703265.1	8.185E-29	126	1	214
WP_157895742.1	WP_214446677.1@GCF_018595685.2	8.185E-29	126	1	215
WP_157895742.1	MCA6464464.1@GCA_020403425.1	8.185E-29	126	4	216
WP_157895742.1	WP_027891564.1@GCF_000430045.1	1.118E-28	126	1	217
WP_157895742.1	MBS1917392.1@GCA_018266575.1	1.118E-28	126	4	216
WP_157895742.1	MBS1609530.1@GCA_018267535.1	1.118E-28	126	4	205
WP_157895742.1	WP_034090955.1@GCF_000744705.1	1.118E-28	126	6	210
WP_157895742.1	WP_004595728.1@GCF_000337335.1	1.118E-28	126	1	215
WP_157895742.1	WP_153723319.1@GCF_009650995.1	1.526E-28	125	6	233
WP_157895742.1	MBI63413.1@GCA_002718455.1	1.526E-28	125	4	226
WP_157895742.1	WP_092093060.1@GCF_900101985.1	1.526E-28	125	1	222
WP_157895742.1	WP_234866993.1@GCF_021491375.1	1.526E-28	125	1	215
WP_157895742.1	CAIVKC010000038.1_24@GCA_903906365.1	1.526E-28	125	4	206
WP_157895742.1	JAGVMV010000017.1_11@GCA_020053595.1	1.526E-28	125	12	224
WP_157895742.1	MBC78255.1@GCA_002711965.1	2.084E-28	125	1	214
WP_157895742.1	MBU2688292.1@GCA_018831265.1	2.084E-28	125	5	225
WP_157895742.1	JAJZCJ010000089.1_4@GCA_021846145.1	2.845E-28	124	4	234
WP_157895742.1	WP_046516962.1@GCF_000986795.1	2.845E-28	124	1	229
WP_157895742.1	OQY94704.1@GCA_002066995.1	2.845E-28	124	3	216
WP_157895742.1	CAIWCG010000285.1_8@GCA_903911135.1	2.845E-28	124	4	216
WP_157895742.1	WP_252741422.1@GCF_024006985.1	3.885E-28	124	1	220
WP_157895742.1	WP_247133556.1@GCF_023016285.1	3.885E-28	124	1	203
WP_157895742.1	MBS1929634.1@GCA_018266555.1	3.885E-28	124	4	228
WP_157895742.1	CAMDFC010000002.1_49@GCA_945897185.1	3.885E-28	124	1	223
WP_157895742.1	MBT4072860.1@GCA_018650185.1	3.885E-28	124	8	221
WP_157895742.1	MPNL01000047.1_5@GCA_002239005.1	3.885E-28	124	4	207
WP_157895742.1	MBK8462808.1@GCA_016711325.1	3.885E-28	124	4	209
WP_157895742.1	MCP3963045.1@GCA_024226315.1	3.885E-28	124	3	205
WP_157895742.1	PXAU01000048.1_5@GCA_003567075.1	5.304E-28	124	3	205
WP_157895742.1	JAHEIZ010000009.1_96@GCA_024639145.1	5.304E-28	124	7	219
WP_157895742.1	CALVOV010000030.1_3@GCA_944350385.1	7.242E-28	123	5	228
WP_157895742.1	HHU55329.1@GCA_012838705.1	7.242E-28	123	22	244
WP_157895742.1	MCQ2505767.1@GCA_024403335.1	9.887E-28	123	1	213
WP_157895742.1	MBN8835804.1@GCA_017304675.1	9.887E-28	123	4	216
WP_157895742.1	TFU60775.1@GCA_004570955.1	9.887E-28	123	13	230
WP_157895742.1	CAKSWC010000001.1_99@GCA_934511365.1	1.350E-27	123	1	230
WP_157895742.1	MBV7441048.1@GCA_019218445.1	1.843E-27	122	1	217
WP_157895742.1	MBS1667225.1@GCA_018267575.1	2.516E-27	122	4	216
WP_157895742.1	KB906738.1_110@GCA_000381585.1	3.434E-27	121	1	204
WP_157895742.1	JAJXZT010000048.1_108@GCA_021779935.1	4.688E-27	121	18	218
WP_157895742.1	WP_145284299.1@GCF_007713705.1	4.688E-27	121	1	228
WP_157895742.1	CAJMMH010000114.1_3@GCA_905214365.1	6.399E-27	121	7	207
WP_157895742.1	WP_020007743.1@GCF_000385175.1	6.399E-27	121	1	233
WP_157895742.1	MBS3968103.1@GCA_018333895.1	8.734E-27	120	1	233
WP_157895742.1	MBJ7615091.1@GCA_016464775.1	2.221E-26	119	35	250
WP_157895742.1	WP_046789560.1@GCF_900114445.1	3.031E-26	119	1	229
WP_157895742.1	JAGUWJ010000010.1_48@GCA_020062425.1	4.136E-26	118	5	220
WP_157895742.1	JADGDT010000036.1_5@GCA_016744755.1	1.957E-25	116	1	202
WP_157895742.1	OLB23188.1@GCA_001914815.1	3.644E-25	115	14	207
WP_042691590.1	WP_042691590.1@GCF_000585495.1	1.958E-22	98	1	42
WP_042691590.1	WP_088863144.1@GCF_002214365.1	1.330E-13	72	1	45
WP_042691590.1	WP_200891860.1@GCF_000955725.1	1.878E-09	61	5	44
WP_042691590.1	WP_139184999.1@GCF_900099925.1	7.553E-06	50	4	43
WP_042691590.1	WP_003222002.1@GCF_001517105.1	2.714E-05	49	1	41
WP_042691590.1	WP_003222002.1@GCF_001584335.1	2.714E-05	49	1	41
WP_042691590.1	NP_391616.1@GCF_000009045.1	2.714E-05	49	1	41
WP_042691590.1	WP_003222002.1@GCF_000227465.1	2.714E-05	49	1	41
WP_042691590.1	WP_048622935.1@GCF_001050115.1	3.737E-05	48	6	41
WP_042691590.1	WP_002336256.1@GCF_001885905.1	3.737E-05	48	1	42
WP_042691590.1	WP_002336257.1@GCF_001885905.1	5.146E-05	48	1	42
WP_042691590.1	DEPD01000020.1_10@GCA_002358575.1	5.146E-05	48	10	45
WP_042691590.1	CAJTZX010000014.1_62@GCA_910584345.1	9.758E-05	47	18	53
WP_042691590.1	WP_286010105.1@GCF_943736985.1	1.344E-04	47	9	49
WP_042691590.1	WP_039236233.1@GCF_000812025.2	1.851E-04	46	1	41
WP_042691590.1	NPU99521.1@GCA_013177805.1	2.549E-04	46	38	77
WP_042691587.1	WP_042691587.1@GCF_000585495.1	1.663E-303	932	1	449
WP_042691587.1	WP_088863145.1@GCF_002214365.1	1.373E-177	568	5	442
WP_042691587.1	WP_103066830.1@GCF_002895525.1	4.576E-103	352	60	455
WP_042691587.1	WP_012208870.1@GCF_000018605.1	2.184E-102	350	60	455
WP_042691587.1	WP_135821800.1@GCF_004785955.1	6.808E-93	323	47	451
WP_042691587.1	WP_200891844.1@GCF_000955725.1	1.316E-82	293	53	354
WP_042691587.1	MCR3882913.1@GCA_024649985.1	7.041E-64	238	1	435
WP_042691587.1	WP_012547100.1@GCF_000020965.1	1.779E-63	237	45	438
WP_042691587.1	RKY97375.1@GCA_003644895.1	2.423E-63	236	4	420
WP_042691587.1	RKX90989.1@GCA_003645695.1	8.336E-63	235	4	420
WP_042691587.1	NPA90847.1@GCA_013154135.1	1.546E-62	234	39	430
WP_042691587.1	DZCR01000005.1_37@GCA_022736495.1	2.867E-62	233	7	432
WP_042691587.1	WP_012635378.1@GCF_000020485.1	1.342E-61	231	93	432
WP_042691587.1	MBN2615025.1@GCA_016936355.1	1.584E-60	228	48	452
WP_042691587.1	KAF0125530.1@GCA_009773155.1	1.584E-60	228	47	442
WP_042691587.1	MBZ5555503.1@GCA_020073085.1	8.716E-59	223	45	455
WP_042691587.1	JAGXHG010000008.1_75@GCA_024636345.1	6.496E-57	217	6	428
WP_042691587.1	OGR43032.1@GCA_001799615.1	1.202E-56	216	2	437
WP_042691587.1	MBI4877003.1@GCA_016213755.1	1.635E-56	216	9	423
WP_042691587.1	WP_057899878.1@GCF_900099925.1	7.612E-56	214	5	449
WP_042691587.1	NPU99522.1@GCA_013177805.1	1.915E-55	213	98	450
WP_042691587.1	JAKACU010000115.1_2@GCA_021821185.1	4.137E-54	209	2	429
WP_042691587.1	MCK5133733.1@GCA_023139045.1	5.624E-54	209	39	431
WP_042691587.1	MCS7366178.1@GCA_025061245.1	8.911E-53	205	54	381
WP_042691587.1	DEPD01000020.1_11@GCA_002358575.1	1.211E-52	205	73	418
WP_042691587.1	JAJYMC010000030.1_43@GCA_021787335.1	3.039E-52	203	37	441
WP_042691587.1	MBA4405573.1@GCA_013824915.1	1.036E-51	202	56	463
WP_042691587.1	JAHECH010000059.1_10@GCA_024641835.1	4.093E-50	197	40	432
WP_042691587.1	WP_251861396.1@GCF_943736985.1	7.549E-50	196	110	437
WP_042691587.1	MBU4599034.1@GCA_018902755.1	1.392E-49	196	33	437
WP_042691587.1	DAQK01000012.1_27@GCA_002502855.1	1.891E-49	195	38	442
WP_042691587.1	OGR94589.1@GCA_001799995.1	8.725E-49	193	32	429
WP_042691587.1	MBU0516360.1@GCA_018812395.1	4.023E-48	191	22	442
WP_042691587.1	MBI2266647.1@GCA_016183865.1	1.006E-47	190	38	433
WP_042691587.1	MCD6086530.1@GCA_021158525.1	1.006E-47	190	13	429
WP_042691587.1	CAIPTO010000075.1_8@GCA_903867985.1	3.412E-47	188	7	369
WP_042691587.1	MBM4240367.1@GCA_016874685.1	2.129E-46	186	7	433
WP_042691587.1	WP_048082060.1@GCF_000745485.1	7.212E-46	184	7	440
WP_042691587.1	CAJTZX010000014.1_61@GCA_910584345.1	9.782E-46	184	6	437
WP_042691587.1	WP_061669075.1@GCF_001584335.1	3.310E-45	183	44	420
WP_042691587.1	JAEXNS010000319.1_4@GCA_023439605.1	6.087E-45	182	2	438
WP_042691587.1	WP_044159802.1@GCF_001517105.1	1.518E-44	181	44	368
WP_042691587.1	WP_048622936.1@GCF_001050115.1	9.420E-44	178	113	364
WP_042691587.1	WP_014115546.1@GCF_000227465.1	1.277E-43	178	44	368
WP_042691587.1	NP_391617.1@GCF_000009045.1	1.277E-43	178	113	368
WP_042691587.1	JAEYQZ010000075.1_6@GCA_023409695.1	2.346E-43	177	10	437
WP_042691587.1	WP_071869194.1@GCF_001886265.1	4.308E-43	176	71	361
WP_042691587.1	WP_071860826.1@GCF_001885905.1	4.308E-43	176	71	361
WP_042691587.1	MBU4501214.1@GCA_018894775.1	4.308E-43	176	51	441
WP_042691587.1	WP_039236238.1@GCF_000812025.2	7.910E-43	175	111	444
WP_042691587.1	JAEYPF010000013.1_70@GCA_023411115.1	7.910E-43	175	26	436
WP_042691587.1	HDP95794.1@GCA_011049425.1	1.072E-42	175	54	439
WP_042691587.1	WP_100909441.1@GCF_002813695.1	1.452E-42	175	1	432
WP_042691587.1	DBFQ01000102.1_1@GCA_002294665.1	2.666E-42	174	35	420
WP_042691587.1	JAEZKE010000161.1_4@GCA_023436175.1	2.666E-42	174	36	435
WP_042691587.1	NQT59691.1@GCA_013202335.1	3.611E-42	173	43	418
WP_042691587.1	MBI5460160.1@GCA_016217785.1	1.216E-41	172	24	447
WP_042691587.1	WP_048082258.1@GCF_000745485.1	2.230E-41	171	10	436
WP_042691587.1	WP_103077164.1@GCF_002895565.1	1.285E-38	163	121	445
WP_042691587.1	RLE37253.1@GCA_003650545.1	5.916E-35	152	54	291
WP_042691587.1	NOZ87286.1@GCA_013152945.1	3.936E-33	146	50	294
WP_042691587.1	NPA85499.1@GCA_013154085.1	2.368E-32	144	71	450
WP_042691587.1	MCE4621862.1@GCA_015523485.1	7.822E-32	142	132	488
WP_042691587.1	MCE4619730.1@GCA_015521175.1	1.054E-31	142	143	472
WP_042691587.1	NPA70310.1@GCA_013153895.1	1.915E-31	141	117	460
WP_042691587.1	NPA22758.1@GCA_013153275.1	1.915E-31	141	108	461
WP_042691587.1	WP_066795918.1@GCF_001663375.1	2.581E-31	141	130	458
WP_042691587.1	MCS7126462.1@GCA_025058515.1	3.477E-31	140	118	479
WP_042691587.1	WP_058371195.1@GCF_001462395.1	4.685E-31	140	141	470
WP_042691587.1	WP_148202215.1@GCF_000017945.1	6.312E-31	139	122	456
WP_042691587.1	NPB00275.1@GCA_013154355.1	8.502E-31	139	117	460
WP_042691587.1	MCE4599749.1@GCA_015520195.1	8.502E-31	139	134	473
WP_042691587.1	ASPF01000032.1_15@GCA_000405685.1	1.145E-30	139	143	485
WP_042691587.1	WP_231556057.1@GCF_000018945.1	1.543E-30	138	1	271
WP_042691587.1	RLE93484.1@GCA_003649445.1	1.543E-30	138	125	451
WP_042691587.1	WAQG01000222.1_1@GCA_015520395.1	2.078E-30	138	106	467
WP_042691587.1	DAHE01000012.1_73@GCA_002508315.1	2.078E-30	138	117	458
WP_042691587.1	WP_091933213.1@GCF_900114835.1	2.798E-30	138	51	418
WP_042691587.1	RLE98968.1@GCA_003650815.1	2.798E-30	138	123	449
WP_042691587.1	RLE99813.1@GCA_003649515.1	2.798E-30	138	122	451
WP_042691587.1	HIQ03235.1@GCA_015661855.1	2.798E-30	138	120	450
WP_042691587.1	WAMZ01000051.1_5@GCA_015522055.1	3.767E-30	137	116	445
WP_042691587.1	WAOK01000034.1_10@GCA_015521325.1	3.767E-30	137	131	459
WP_042691587.1	WP_013335538.1@GCF_000148385.1	3.767E-30	137	135	463
WP_042691587.1	MBI5676761.1@GCA_016222905.1	5.072E-30	137	14	346
WP_042691587.1	HIP65275.1@GCA_015662475.1	6.829E-30	136	121	450
WP_042691587.1	MCE4624895.1@GCA_015521115.1	6.829E-30	136	136	465
WP_042691587.1	MCE4628081.1@GCA_015521185.1	6.829E-30	136	138	467
WP_042691587.1	MCG2863623.1@GCA_022014875.1	9.194E-30	136	135	463
WP_042691587.1	MCD6126108.1@GCA_021159365.1	1.238E-29	136	118	459
WP_042691587.1	MBZ5553900.1@GCA_020073085.1	1.238E-29	136	125	323
WP_042691587.1	JAGDXD010000043.1_86@GCA_023256255.1	1.666E-29	135	130	458
WP_042691587.1	WP_188603119.1@GCF_014646555.1	1.666E-29	135	135	463
WP_042691587.1	WP_232203732.1@GCF_000018305.1	2.242E-29	135	126	454
WP_042691587.1	MCL7401984.1@GCA_023539395.1	3.017E-29	134	118	457
WP_042691587.1	WP_069807198.1@GCF_001748385.1	3.017E-29	134	135	463
WP_042691587.1	JALNKM010000009.1_28@GCA_023268155.1	4.060E-29	134	118	476
WP_042691587.1	DAXS01000038.1_26@GCA_002506515.1	4.060E-29	134	130	458
WP_042691587.1	MCE4615197.1@GCA_015522635.1	4.060E-29	134	134	463
WP_042691587.1	JAGDWP010000102.1_5@GCA_023269855.1	5.463E-29	134	121	460
WP_042691587.1	MCC6021317.1@GCA_020833025.1	5.463E-29	134	130	458
WP_042691587.1	MCE4606389.1@GCA_015522645.1	5.463E-29	134	134	463
WP_042691587.1	JALNLN010000012.1_53@GCA_023267855.1	7.349E-29	133	118	457
WP_042691587.1	MCD6113883.1@GCA_021158265.1	9.887E-29	133	125	464
WP_042691587.1	WP_012308747.1@GCF_000019605.1	1.330E-28	132	113	443
WP_042691587.1	WALT01000029.1_5@GCA_015522695.1	1.330E-28	132	79	477
WP_042691587.1	WP_232085572.1@GCF_013340765.1	1.330E-28	132	124	467
WP_042691587.1	WAPN01000024.1_90@GCA_015520735.1	1.789E-28	132	130	460
WP_042691587.1	RLG76018.1@GCA_003661745.1	1.789E-28	132	125	457
WP_042691587.1	MCC6046037.1@GCA_020833345.1	1.789E-28	132	128	457
WP_042691587.1	WP_011838960.1@GCF_000015945.1	2.406E-28	132	136	506
WP_042691587.1	WAON01000175.1_7@GCA_015521265.1	2.406E-28	132	141	470
WP_042691587.1	RLG85842.1@GCA_003661905.1	2.406E-28	132	144	505
WP_042691587.1	RKY04904.1@GCA_003645735.1	3.235E-28	131	107	435
WP_042691587.1	RLE87782.1@GCA_003650785.1	3.235E-28	131	123	449
WP_042691587.1	MCC6016947.1@GCA_020832925.1	3.235E-28	131	130	459
WP_042691587.1	WANQ01000030.1_34@GCA_015521735.1	3.235E-28	131	132	460
WP_042691587.1	MCA1916240.1@GCA_020216685.1	4.351E-28	131	31	372
WP_042691587.1	KUO91490.1@GCA_001516585.1	4.351E-28	131	130	458
WP_042691587.1	WYEM01000093.1_19@GCA_009903775.1	5.850E-28	130	93	453
WP_042691587.1	WP_013604499.1@GCF_000190315.1	5.850E-28	130	135	463
WP_042691587.1	MTOQ01000066.1_17@GCA_002011735.1	7.865E-28	130	3	345
WP_042691587.1	MCS7132100.1@GCA_025059415.1	7.865E-28	130	116	459
WP_042691587.1	NPA96058.1@GCA_013154235.1	7.865E-28	130	125	454
WP_042691587.1	OYT26648.1@GCA_002254895.1	1.057E-27	130	96	301
WP_042691587.1	MCD6563933.1@GCA_021163245.1	1.057E-27	130	126	449
WP_042691587.1	MCD6261365.1@GCA_021163925.1	1.057E-27	130	118	459
WP_042691587.1	WAOO01000103.1_3@GCA_015521195.1	1.057E-27	130	132	463
WP_042691587.1	ESQ26681.1@GCA_000495735.1	1.421E-27	129	106	436
WP_042691587.1	WP_081245845.1@GCF_002077075.2	1.421E-27	129	135	463
WP_042691587.1	MCD6278468.1@GCA_021163585.1	1.421E-27	129	128	460
WP_042691587.1	WP_013142470.1@GCF_000092465.1	1.910E-27	129	136	465
WP_042691587.1	MCD6323519.1@GCA_021160415.1	1.910E-27	129	135	464
WP_042691587.1	WP_232085433.1@GCF_013340765.1	1.910E-27	129	112	455
WP_042691587.1	MCC6029146.1@GCA_020833055.1	2.567E-27	128	113	330
WP_042691587.1	MCS7139704.1@GCA_025059375.1	2.567E-27	128	118	456
WP_042691587.1	WP_013414102.1@GCF_000166095.1	2.567E-27	128	112	468
WP_042691587.1	MTLY01000001.1_251@GCA_002011035.1	2.567E-27	128	112	484
WP_042691587.1	WAPT01000005.1_4@GCA_015520605.1	3.450E-27	128	118	463
WP_042691587.1	JAGDXC010000003.1_27@GCA_023269935.1	3.450E-27	128	130	458
WP_042691587.1	MCE4609720.1@GCA_015521095.1	3.450E-27	128	135	464
WP_042691587.1	WP_013266445.1@GCF_000144915.1	3.450E-27	128	142	472
WP_042691587.1	WP_117354435.1@GCF_003431325.1	3.450E-27	128	146	476
WP_042691587.1	MCD6488530.1@GCA_021163115.1	6.228E-27	127	134	474
WP_042691587.1	MCD6196635.1@GCA_021157925.1	1.124E-26	126	132	462
WP_042691587.1	RUM47282.1@GCA_003978665.1	1.124E-26	126	137	466
WP_042691587.1	MBN1922412.1@GCA_016931315.1	1.510E-26	126	35	247
WP_042691587.1	WAJV01000035.1_15@GCA_015523725.1	1.510E-26	126	117	320
WP_042691587.1	RLF15097.1@GCA_003649665.1	1.510E-26	126	126	455
WP_042691587.1	NAZ13599.1@GCA_009903825.1	1.510E-26	126	127	466
WP_042691587.1	WP_010923532.1@GCF_900079115.1	2.028E-26	126	38	254
WP_042691587.1	MCD6562645.1@GCA_021163245.1	2.028E-26	126	118	443
WP_042691587.1	MCD6444503.1@GCA_021161255.1	2.028E-26	126	133	463
WP_042691587.1	WP_015232368.1@GCF_000317795.1	2.028E-26	126	139	469
WP_042691587.1	MCL7394147.1@GCA_023539495.1	2.723E-26	125	119	462
WP_042691587.1	MCD6341869.1@GCA_021160205.1	4.909E-26	124	107	448
WP_042691587.1	RLF29095.1@GCA_003649695.1	4.909E-26	124	128	457
WP_042691587.1	WAKV01000057.1_30@GCA_015523185.1	4.909E-26	124	154	488
WP_042691587.1	WP_231855760.1@GCF_001592435.1	4.909E-26	124	156	490
WP_042691587.1	RLG83182.1@GCA_003661865.1	8.848E-26	124	133	324
WP_042691587.1	WP_243666710.1@GCF_001316265.1	8.848E-26	124	135	410
WP_042691587.1	MBI2868727.1@GCA_016190585.1	1.188E-25	123	120	421
WP_042691587.1	WP_068324828.1@GCF_001577775.1	1.188E-25	123	148	482
WP_042691587.1	WP_075049472.1@GCF_001481685.1	1.594E-25	123	121	452
WP_042691587.1	ADM28611.1@GCA_000145985.1	1.594E-25	123	125	473
WP_042691587.1	PMP59570.1@GCA_002877855.1	1.594E-25	123	138	468
WP_042691587.1	JAGDXI010000018.1_39@GCA_023256325.1	1.594E-25	123	138	468
WP_042691587.1	CACZOU010000054.1_11@GCA_902782945.1	2.139E-25	123	124	469
WP_042691587.1	KUK00499.1@GCA_001507955.1	2.139E-25	123	123	469
WP_042691587.1	MCD6510689.1@GCA_021162845.1	2.139E-25	123	127	456
WP_042691587.1	RLF65281.1@GCA_003663565.1	3.852E-25	122	129	319
